sgRNA	Gene	HL60initial	HL60final	KBM7initial	KBM7final
TMEM39B_m32540671	TMEM39B	495	721	402	1392
TMEM39B_p32540551	TMEM39B	927	2677	1077	3618
TMEM39B_p32540585	TMEM39B	88	325	89	444
TMEM39B_p32540630	TMEM39B	1226	2403	692	2683
TMEM39B_p32541192	TMEM39B	1021	3338	883	3204
TMEM39B_p32541198	TMEM39B	395	1014	487	1061
TMEM40_m12790254	TMEM40	945	2881	607	3225
TMEM40_m12790262	TMEM40	389	3119	217	847
TMEM40_m12791300	TMEM40	241	764	361	801
TMEM40_p12790145	TMEM40	1028	2944	1258	3373
TMEM40_p12790219	TMEM40	299	459	53	780
TMEM40_p12791261	TMEM40	434	602	445	806
TMEM40_p12791281	TMEM40	406	741	533	849
TMEM40_p12791286	TMEM40	548	705	492	1283
TMEM40_p12791292	TMEM40	441	2106	758	363
TMEM40_p12791310	TMEM40	407	255	257	480
TMEM41A_m185216636	TMEM41A	930	455	530	681
TMEM41A_m185216643	TMEM41A	119	491	230	924
TMEM41A_m185216714	TMEM41A	247	259	121	388
TMEM41A_m185216735	TMEM41A	467	1684	315	987
TMEM41A_p185216649	TMEM41A	286	387	203	865
TMEM41A_p185216677	TMEM41A	1147	1069	904	2922
TMEM41A_p185216683	TMEM41A	1070	2039	1036	3336
TMEM41A_p185216692	TMEM41A	1031	1023	764	1945
TMEM41A_p185216706	TMEM41A	443	386	455	1260
TMEM41A_p185216720	TMEM41A	1420	954	783	2247
TMEM41B_m9316914	TMEM41B	1028	1779	966	1743
TMEM41B_m9321200	TMEM41B	1344	2337	1012	2521
TMEM41B_m9335869	TMEM41B	776	800	644	747
TMEM41B_m9335954	TMEM41B	302	504	355	1264
TMEM41B_m9335980	TMEM41B	219	605	541	328
TMEM41B_p9321121	TMEM41B	253	271	175	0
TMEM41B_p9321219	TMEM41B	378	1101	416	338
TMEM41B_p9335852	TMEM41B	71	88	164	271
TMEM41B_p9335946	TMEM41B	998	1289	851	779
TMEM41B_p9335967	TMEM41B	441	973	306	1371
TMEM42_m44903450	TMEM42	725	1257	805	3015
TMEM42_m44903456	TMEM42	455	621	271	387
TMEM42_m44903479	TMEM42	343	519	167	449
TMEM42_m44903490	TMEM42	39	250	18	560
TMEM42_p44903405	TMEM42	686	2557	906	2617
TMEM42_p44903410	TMEM42	274	1524	426	1035
TMEM42_p44903481	TMEM42	543	901	352	1392
TMEM42_p44903495	TMEM42	668	1293	593	691
TMEM42_p44903533	TMEM42	159	259	129	646
TMEM42_p44903542	TMEM42	216	822	246	896
TMEM43_m14166694	TMEM43	534	1545	578	1636
TMEM43_m14170918	TMEM43	609	850	264	965
TMEM43_m14170924	TMEM43	525	770	360	462
TMEM43_m14170930	TMEM43	100	163	68	218
TMEM43_m14170968	TMEM43	600	1163	472	1742
TMEM43_m14170976	TMEM43	521	2152	605	2221
TMEM43_m14171026	TMEM43	1119	1323	620	957
TMEM43_p14170909	TMEM43	455	1038	320	1183
TMEM43_p14170960	TMEM43	169	527	279	1127
TMEM43_p14170980	TMEM43	497	1069	471	1287
TMEM44_m194353848	TMEM44	264	310	188	663
TMEM44_m194353895	TMEM44	958	3841	822	2911
TMEM44_m194353905	TMEM44	579	1747	431	1588
TMEM44_p194353829	TMEM44	1144	1809	1022	1816
TMEM44_p194353836	TMEM44	667	868	338	1220
TMEM44_p194353850	TMEM44	1130	1162	654	2997
TMEM44_p194353856	TMEM44	978	2290	850	1678
TMEM44_p194353868	TMEM44	317	1236	397	491
TMEM44_p194353874	TMEM44	489	824	474	1281
TMEM44_p194353897	TMEM44	69	303	265	221
TMEM45A_m100275639	TMEM45A	242	236	190	228
TMEM45A_p100274064	TMEM45A	545	1245	362	949
TMEM45A_p100274208	TMEM45A	511	1249	575	1940
TMEM45A_p100274213	TMEM45A	664	868	383	1549
TMEM45A_p100274223	TMEM45A	186	1395	237	1383
TMEM45A_p100275590	TMEM45A	1298	2974	911	4567
TMEM45A_p100275612	TMEM45A	98	65	31	146
TMEM45A_p100275644	TMEM45A	347	1143	258	1223
TMEM45A_p100275651	TMEM45A	1508	2736	1101	2859
TMEM45A_p100275664	TMEM45A	479	787	329	1438
TMEM45B_m129722397	TMEM45B	735	1432	657	1727
TMEM45B_m129722407	TMEM45B	511	1041	807	1344
TMEM45B_m129722454	TMEM45B	373	869	245	1124
TMEM45B_m129722472	TMEM45B	458	1132	788	1492
TMEM45B_m129722490	TMEM45B	463	500	252	799
TMEM45B_p129722370	TMEM45B	1810	4448	1342	5099
TMEM45B_p129722386	TMEM45B	785	2354	950	2920
TMEM45B_p129722417	TMEM45B	372	1297	210	967
TMEM45B_p129722456	TMEM45B	73	477	249	703
TMEM45B_p129722513	TMEM45B	1228	2181	989	3022
TMEM47_m34657470	TMEM47	212	588	210	526
TMEM47_m34657486	TMEM47	653	1251	555	1828
TMEM47_m34675019	TMEM47	247	980	174	976
TMEM47_m34675042	TMEM47	0	484	141	373
TMEM47_m34675049	TMEM47	658	1193	196	1294
TMEM47_m34675061	TMEM47	593	1213	375	1267
TMEM47_m34675135	TMEM47	584	1935	597	1610
TMEM47_p34657439	TMEM47	350	1105	279	805
TMEM47_p34657453	TMEM47	1021	2257	1024	2887
TMEM47_p34675003	TMEM47	288	743	220	593
TMEM48_m54298207	TMEM48	341	26	59	770
TMEM48_m54301182	TMEM48	360	298	242	481
TMEM48_m54301260	TMEM48	351	210	201	365
TMEM48_m54303883	TMEM48	1271	440	726	608
TMEM48_m54303927	TMEM48	588	810	343	915
TMEM48_p54298198	TMEM48	52	307	466	1134
TMEM48_p54298228	TMEM48	600	1295	418	1232
TMEM48_p54301168	TMEM48	140	201	136	483
TMEM48_p54301218	TMEM48	370	804	198	797
TMEM48_p54303913	TMEM48	372	665	165	829
TMEM50A_m25667053	TMEM50A	601	1507	477	894
TMEM50A_m25669499	TMEM50A	655	816	466	1143
TMEM50A_m25669528	TMEM50A	724	2462	978	1575
TMEM50A_m25669533	TMEM50A	437	812	177	414
TMEM50A_m25669551	TMEM50A	1175	2037	737	2225
TMEM50A_m25669557	TMEM50A	527	1267	456	1127
TMEM50A_p25667002	TMEM50A	617	1195	676	1954
TMEM50A_p25667040	TMEM50A	511	950	396	1009
TMEM50A_p25669514	TMEM50A	281	1058	373	1107
TMEM50A_p25678114	TMEM50A	367	1037	404	1515
TMEM50B_m34828075	TMEM50B	321	591	98	235
TMEM50B_m34832750	TMEM50B	945	999	478	991
TMEM50B_m34832801	TMEM50B	428	733	215	677
TMEM50B_m34839392	TMEM50B	676	299	280	639
TMEM50B_m34841095	TMEM50B	193	569	262	1597
TMEM50B_m34841103	TMEM50B	315	747	44	463
TMEM50B_m34841119	TMEM50B	1172	2109	1317	1469
TMEM50B_m34841141	TMEM50B	778	1973	496	1473
TMEM50B_p34839312	TMEM50B	701	2158	842	1611
TMEM50B_p34839361	TMEM50B	358	792	313	845
TMEM51_m15541593	TMEM51	318	592	401	1580
TMEM51_m15541599	TMEM51	335	1042	357	1134
TMEM51_m15541605	TMEM51	1	391	134	961
TMEM51_m15541681	TMEM51	301	1142	234	940
TMEM51_m15541688	TMEM51	30	406	304	735
TMEM51_p15541579	TMEM51	828	1186	637	2594
TMEM51_p15541613	TMEM51	817	2381	530	3541
TMEM51_p15541618	TMEM51	194	1148	155	1026
TMEM51_p15541660	TMEM51	730	673	514	1629
TMEM51_p15541667	TMEM51	650	514	430	1100
TMEM52B_m10332204	TMEM52B	252	897	520	960
TMEM52B_m10332210	TMEM52B	642	1625	767	2409
TMEM52B_m10337934	TMEM52B	160	714	214	480
TMEM52B_m10337939	TMEM52B	242	498	520	1027
TMEM52B_m10339051	TMEM52B	1980	3780	1806	4827
TMEM52B_p10332175	TMEM52B	685	1141	558	1037
TMEM52B_p10337924	TMEM52B	522	1251	697	1891
TMEM52B_p10337945	TMEM52B	434	1423	407	1388
TMEM52B_p10339013	TMEM52B	809	1860	639	2783
TMEM52B_p10339034	TMEM52B	166	210	128	228
TMEM52_m1849856	TMEM52	144	442	335	204
TMEM52_m1850334	TMEM52	902	1880	763	2858
TMEM52_m1850507	TMEM52	1393	774	714	1363
TMEM52_m1850619	TMEM52	51	930	45	593
TMEM52_m1850697	TMEM52	898	2167	692	1845
TMEM52_p1850336	TMEM52	480	1357	386	1337
TMEM52_p1850341	TMEM52	259	268	203	595
TMEM52_p1850609	TMEM52	607	1335	594	2105
TMEM52_p1850631	TMEM52	378	1184	600	259
TMEM52_p1850658	TMEM52	224	589	331	217
TMEM53_m45140012	TMEM53	377	1169	400	903
TMEM53_m45140026	TMEM53	671	966	462	1339
TMEM53_m45140056	TMEM53	596	854	410	762
TMEM53_p45125931	TMEM53	119	415	98	666
TMEM53_p45125936	TMEM53	104	549	16	394
TMEM53_p45139994	TMEM53	514	1395	460	1799
TMEM53_p45140004	TMEM53	1200	1995	653	3219
TMEM53_p45140015	TMEM53	335	789	307	347
TMEM53_p45140036	TMEM53	339	599	292	791
TMEM53_p45140042	TMEM53	186	1230	574	1025
TMEM54_m33363820	TMEM54	517	806	584	1415
TMEM54_m33363863	TMEM54	757	1647	625	658
TMEM54_m33363872	TMEM54	591	1302	397	1227
TMEM54_m33363877	TMEM54	376	1019	591	888
TMEM54_m33363893	TMEM54	410	165	207	709
TMEM54_m33363907	TMEM54	187	356	145	616
TMEM54_m33366825	TMEM54	211	249	189	343
TMEM54_p33363806	TMEM54	528	1184	530	1291
TMEM54_p33363830	TMEM54	332	733	351	1261
TMEM54_p33363851	TMEM54	1318	2437	1232	2416
TMEM55A_m92052924	TMEM55A	561	2272	697	2724
TMEM55A_m92052965	TMEM55A	890	1735	352	1531
TMEM55A_p92033574	TMEM55A	704	1420	374	1467
TMEM55A_p92033579	TMEM55A	676	1466	632	1360
TMEM55A_p92033585	TMEM55A	43	587	234	632
TMEM55A_p92033595	TMEM55A	278	734	420	769
TMEM55A_p92033601	TMEM55A	525	964	465	908
TMEM55A_p92052876	TMEM55A	327	1160	316	1356
TMEM55A_p92052902	TMEM55A	527	1139	257	1557
TMEM55A_p92052907	TMEM55A	100	354	180	410
TMEM55B_m20928963	TMEM55B	103	424	113	303
TMEM55B_m20929410	TMEM55B	784	1336	541	1301
TMEM55B_m20929419	TMEM55B	423	713	316	481
TMEM55B_m20929429	TMEM55B	1252	2262	1179	2994
TMEM55B_m20929434	TMEM55B	281	151	77	27
TMEM55B_m20929473	TMEM55B	1299	2627	835	1280
TMEM55B_p20929332	TMEM55B	257	554	333	1160
TMEM55B_p20929340	TMEM55B	116	482	172	591
TMEM55B_p20929437	TMEM55B	136	303	269	386
TMEM55B_p20929463	TMEM55B	494	1008	368	667
TMEM56_m95609565	TMEM56	298	457	273	470
TMEM56_m95614268	TMEM56	837	2575	1106	2536
TMEM56_m95614275	TMEM56	403	823	245	1124
TMEM56_m95614342	TMEM56	1147	2433	608	2557
TMEM56_m95615814	TMEM56	993	988	477	1937
TMEM56_m95616952	TMEM56	716	1510	646	1183
TMEM56_m95616968	TMEM56	597	509	407	2088
TMEM56_p95614260	TMEM56	627	1200	626	1684
TMEM56_p95615785	TMEM56	460	753	43	1365
TMEM56_p95615800	TMEM56	220	638	210	642
TMEM57_m25757608	TMEM57	707	1418	662	683
TMEM57_m25757632	TMEM57	309	806	334	580
TMEM57_m25757645	TMEM57	508	1299	472	1161
TMEM57_m25773276	TMEM57	730	2193	460	1891
TMEM57_m25773315	TMEM57	952	1065	293	1150
TMEM57_p25757578	TMEM57	464	897	218	699
TMEM57_p25757634	TMEM57	567	781	635	993
TMEM57_p25757647	TMEM57	1248	2284	560	1908
TMEM57_p25773258	TMEM57	207	180	81	395
TMEM57_p25773264	TMEM57	254	509	307	1678
TMEM59L_m18723769	TMEM59L	1213	2338	941	3109
TMEM59L_m18723846	TMEM59L	657	1370	476	751
TMEM59L_m18723914	TMEM59L	296	344	219	605
TMEM59L_m18723926	TMEM59L	693	388	191	681
TMEM59L_m18723933	TMEM59L	796	1470	485	1641
TMEM59L_m18724700	TMEM59L	526	1521	675	1069
TMEM59L_m18724711	TMEM59L	578	1205	344	996
TMEM59L_p18723755	TMEM59L	861	818	296	909
TMEM59L_p18723880	TMEM59L	491	435	269	501
TMEM59L_p18723900	TMEM59L	190	586	346	278
TMEM59_m54518713	TMEM59	484	753	469	1522
TMEM59_m54518728	TMEM59	460	1228	281	1307
TMEM59_m54518736	TMEM59	267	666	293	1065
TMEM59_m54518743	TMEM59	309	1074	308	1382
TMEM59_m54518772	TMEM59	376	378	310	1093
TMEM59_m54518778	TMEM59	53	301	129	458
TMEM59_m54518785	TMEM59	937	1895	670	2255
TMEM59_m54518820	TMEM59	402	1015	396	1215
TMEM59_m54518847	TMEM59	372	1237	189	794
TMEM59_p54518787	TMEM59	807	1201	440	959
TMEM5_m64173783	TMEM5	1267	2214	866	2009
TMEM5_m64173793	TMEM5	1062	2633	751	2695
TMEM5_m64173801	TMEM5	803	2881	779	1922
TMEM5_m64173817	TMEM5	529	1080	416	1392
TMEM5_p64173732	TMEM5	257	1049	414	1299
TMEM5_p64173738	TMEM5	694	1917	681	1794
TMEM5_p64173806	TMEM5	362	603	211	884
TMEM5_p64173820	TMEM5	141	148	98	691
TMEM5_p64174804	TMEM5	205	726	309	721
TMEM5_p64174813	TMEM5	731	1629	592	1408
TMEM60_m77423588	TMEM60	272	913	536	1644
TMEM60_m77423594	TMEM60	205	1080	254	388
TMEM60_m77423611	TMEM60	777	1013	321	1071
TMEM60_m77423623	TMEM60	247	642	97	389
TMEM60_m77423654	TMEM60	922	1648	772	3387
TMEM60_m77423677	TMEM60	668	1166	431	2810
TMEM60_p77423547	TMEM60	281	814	140	514
TMEM60_p77423560	TMEM60	1156	2861	899	3840
TMEM60_p77423574	TMEM60	356	1059	52	832
TMEM60_p77423657	TMEM60	730	399	357	805
TMEM61_m55451768	TMEM61	223	711	252	711
TMEM61_m55451786	TMEM61	36	136	166	246
TMEM61_m55451794	TMEM61	577	1611	797	1896
TMEM61_m55451800	TMEM61	1269	1685	972	1815
TMEM61_p55451757	TMEM61	268	1147	478	1421
TMEM61_p55451802	TMEM61	714	1995	393	2919
TMEM61_p55451810	TMEM61	808	2318	1355	3863
TMEM61_p55451816	TMEM61	1286	3166	1445	3928
TMEM61_p55451823	TMEM61	826	1191	554	1639
TMEM61_p55451842	TMEM61	52	588	219	671
TMEM62_m43426046	TMEM62	257	728	470	1116
TMEM62_m43426123	TMEM62	375	946	165	587
TMEM62_m43426137	TMEM62	386	541	243	737
TMEM62_m43426144	TMEM62	126	470	148	517
TMEM62_p43425993	TMEM62	831	2463	712	1191
TMEM62_p43426001	TMEM62	645	1420	488	1725
TMEM62_p43426011	TMEM62	484	276	219	551
TMEM62_p43426035	TMEM62	828	639	749	939
TMEM62_p43426057	TMEM62	751	1294	459	1952
TMEM62_p43426062	TMEM62	288	638	202	1506
TMEM63A_m226065177	TMEM63A	226	113	83	285
TMEM63A_m226065211	TMEM63A	1010	2258	903	3266
TMEM63A_m226065218	TMEM63A	985	2602	627	1248
TMEM63A_m226065243	TMEM63A	1013	2192	754	2432
TMEM63A_p226065099	TMEM63A	654	1666	499	1900
TMEM63A_p226065106	TMEM63A	1122	1806	697	1975
TMEM63A_p226065169	TMEM63A	399	1763	408	2508
TMEM63A_p226065179	TMEM63A	405	1503	310	1475
TMEM63A_p226065223	TMEM63A	1093	1831	715	2519
TMEM63A_p226065245	TMEM63A	271	672	246	697
TMEM63B_m44102322	TMEM63B	1004	1175	519	1418
TMEM63B_m44102343	TMEM63B	969	1982	713	2467
TMEM63B_m44102355	TMEM63B	668	822	467	1404
TMEM63B_m44102378	TMEM63B	732	2028	1061	3804
TMEM63B_m44102400	TMEM63B	767	1358	735	1644
TMEM63B_m44102447	TMEM63B	766	2247	807	1674
TMEM63B_p44102326	TMEM63B	484	1111	272	1682
TMEM63B_p44102402	TMEM63B	549	2210	767	1740
TMEM63B_p44102414	TMEM63B	92	640	204	859
TMEM63B_p44102760	TMEM63B	0	182	0	0
TMEM63C_m77685166	TMEM63C	792	2479	619	2785
TMEM63C_m77685227	TMEM63C	8	83	66	511
TMEM63C_m77685273	TMEM63C	251	515	225	321
TMEM63C_m77685298	TMEM63C	351	844	357	1369
TMEM63C_m77685848	TMEM63C	500	757	534	1410
TMEM63C_m77685862	TMEM63C	393	1615	460	585
TMEM63C_p77685191	TMEM63C	825	1988	413	1040
TMEM63C_p77685211	TMEM63C	252	414	218	814
TMEM63C_p77685280	TMEM63C	401	558	131	762
TMEM63C_p77685830	TMEM63C	218	288	104	480
TMEM64_m91657898	TMEM64	416	440	235	447
TMEM64_m91658068	TMEM64	338	1164	628	991
TMEM64_m91658118	TMEM64	935	1217	467	1085
TMEM64_m91658123	TMEM64	588	1619	535	1864
TMEM64_p91657884	TMEM64	201	575	107	664
TMEM64_p91657908	TMEM64	1045	1695	562	2245
TMEM64_p91657919	TMEM64	721	1001	327	944
TMEM64_p91658052	TMEM64	614	914	380	915
TMEM64_p91658072	TMEM64	681	2357	674	2226
TMEM64_p91658101	TMEM64	72	612	109	828
TMEM65_m125384292	TMEM65	559	748	292	1472
TMEM65_m125384345	TMEM65	522	852	130	1297
TMEM65_m125384368	TMEM65	679	1732	874	1745
TMEM65_m125384392	TMEM65	894	1523	645	1622
TMEM65_p125384225	TMEM65	202	306	73	78
TMEM65_p125384294	TMEM65	263	2152	420	1087
TMEM65_p125384299	TMEM65	821	2935	902	3066
TMEM65_p125384360	TMEM65	576	1287	312	1009
TMEM65_p125384370	TMEM65	622	2383	759	1883
TMEM65_p125384377	TMEM65	460	1169	380	1373
TMEM66_m29931502	TMEM66	210	1012	304	568
TMEM66_m29931556	TMEM66	407	894	412	1141
TMEM66_m29940391	TMEM66	489	1280	422	1517
TMEM66_m29940445	TMEM66	773	1030	359	2383
TMEM66_m29940450	TMEM66	304	833	451	729
TMEM66_p29931511	TMEM66	774	1612	528	1299
TMEM66_p29940359	TMEM66	354	510	163	332
TMEM66_p29940364	TMEM66	747	1417	609	855
TMEM66_p29940414	TMEM66	1368	2825	915	2562
TMEM66_p29940424	TMEM66	161	573	314	671
TMEM67_m94777642	TMEM67	789	1922	277	1223
TMEM67_m94777652	TMEM67	342	693	122	764
TMEM67_m94777668	TMEM67	243	488	175	198
TMEM67_m94777677	TMEM67	994	1656	948	408
TMEM67_m94777838	TMEM67	117	547	160	420
TMEM67_p94776065	TMEM67	467	823	572	2029
TMEM67_p94776104	TMEM67	369	653	333	1043
TMEM67_p94776140	TMEM67	263	475	325	1275
TMEM67_p94776147	TMEM67	298	1024	314	594
TMEM67_p94777805	TMEM67	479	913	289	1287
TMEM68_m56668957	TMEM68	1281	3209	1154	3334
TMEM68_m56675195	TMEM68	945	1567	669	945
TMEM68_m56675200	TMEM68	1285	3124	682	2377
TMEM68_m56675216	TMEM68	639	1523	724	444
TMEM68_m56675415	TMEM68	603	2887	629	1639
TMEM68_m56675427	TMEM68	448	988	409	1451
TMEM68_m56675432	TMEM68	1086	2193	985	2125
TMEM68_m56675437	TMEM68	255	757	351	704
TMEM68_m56675484	TMEM68	97	282	156	515
TMEM68_p56675476	TMEM68	680	1177	652	1444
TMEM69_m46158964	TMEM69	547	1824	789	1606
TMEM69_m46158987	TMEM69	1227	1192	889	1071
TMEM69_m46158998	TMEM69	304	916	344	936
TMEM69_m46159077	TMEM69	791	2095	1044	2272
TMEM69_m46159082	TMEM69	558	2144	691	1078
TMEM69_m46159121	TMEM69	1672	2165	899	3046
TMEM69_m46159155	TMEM69	778	2099	924	2268
TMEM69_p46159231	TMEM69	302	447	76	858
TMEM69_p46159236	TMEM69	164	327	26	309
TMEM69_p46159245	TMEM69	281	1486	337	1355
TMEM70_m74888542	TMEM70	668	1508	656	813
TMEM70_m74888561	TMEM70	67	198	173	239
TMEM70_m74888614	TMEM70	141	607	229	719
TMEM70_p74888506	TMEM70	504	1047	286	665
TMEM70_p74888512	TMEM70	96	254	159	641
TMEM70_p74888523	TMEM70	492	820	432	1424
TMEM70_p74888546	TMEM70	149	1465	496	1088
TMEM70_p74888553	TMEM70	1303	1691	957	1906
TMEM70_p74888569	TMEM70	823	1160	513	1144
TMEM70_p74888624	TMEM70	511	1482	621	1863
TMEM71_m133764226	TMEM71	521	2179	360	1122
TMEM71_m133769512	TMEM71	133	978	282	570
TMEM71_m133769528	TMEM71	332	847	128	1304
TMEM71_p133764128	TMEM71	668	1571	680	1630
TMEM71_p133764136	TMEM71	1231	2781	748	3765
TMEM71_p133764143	TMEM71	641	1104	282	1294
TMEM71_p133764151	TMEM71	1434	2374	709	1723
TMEM71_p133764163	TMEM71	0	131	85	613
TMEM71_p133764215	TMEM71	768	2029	1269	2051
TMEM71_p133771072	TMEM71	189	1046	232	804
TMEM72_m45406971	TMEM72	252	462	279	602
TMEM72_m45407000	TMEM72	211	998	259	849
TMEM72_m45407010	TMEM72	915	1932	721	1965
TMEM72_m45407021	TMEM72	956	1098	615	1398
TMEM72_p45406950	TMEM72	595	1052	422	1576
TMEM72_p45406958	TMEM72	590	1812	531	1406
TMEM72_p45406963	TMEM72	562	1552	538	2889
TMEM72_p45406982	TMEM72	1118	2252	628	2048
TMEM72_p45406989	TMEM72	360	590	127	694
TMEM72_p45423361	TMEM72	305	296	288	313
TMEM74B_m1162035	TMEM74B	128	814	210	315
TMEM74B_m1162063	TMEM74B	331	436	249	1306
TMEM74B_m1164431	TMEM74B	718	1736	542	1757
TMEM74B_p1162027	TMEM74B	396	641	231	611
TMEM74B_p1162046	TMEM74B	717	2079	465	1867
TMEM74B_p1162055	TMEM74B	133	678	320	1372
TMEM74B_p1162076	TMEM74B	693	675	409	1315
TMEM74B_p1162081	TMEM74B	291	222	198	430
TMEM74B_p1162155	TMEM74B	463	2313	503	1908
TMEM74B_p1162178	TMEM74B	369	1044	419	790
TMEM74_m109797239	TMEM74	382	1051	694	2360
TMEM74_m109797247	TMEM74	731	1149	487	2680
TMEM74_m109797255	TMEM74	162	1000	466	378
TMEM74_m109797272	TMEM74	476	832	332	688
TMEM74_m109797293	TMEM74	532	878	275	1406
TMEM74_p109797201	TMEM74	890	2519	835	1662
TMEM74_p109797218	TMEM74	526	999	317	1223
TMEM74_p109797226	TMEM74	1070	2549	527	1997
TMEM74_p109797263	TMEM74	282	458	260	601
TMEM74_p109797296	TMEM74	516	907	457	2217
TMEM79_m156255036	TMEM79	298	1209	204	840
TMEM79_m156255042	TMEM79	172	531	184	369
TMEM79_m156255087	TMEM79	307	1020	438	1582
TMEM79_m156255093	TMEM79	514	765	453	681
TMEM79_m156255142	TMEM79	279	460	156	1001
TMEM79_p156255016	TMEM79	644	943	807	1511
TMEM79_p156255025	TMEM79	821	1902	532	2889
TMEM79_p156255098	TMEM79	761	1320	753	2300
TMEM79_p156255175	TMEM79	200	472	248	522
TMEM79_p156255228	TMEM79	964	2319	891	2068
TMEM80_m695616	TMEM80	613	1385	597	1337
TMEM80_m695632	TMEM80	92	427	203	608
TMEM80_m695646	TMEM80	42	120	123	583
TMEM80_m695656	TMEM80	425	1306	547	1763
TMEM80_m695666	TMEM80	626	1089	647	1437
TMEM80_p695602	TMEM80	486	743	513	1008
TMEM80_p695638	TMEM80	378	1116	306	1058
TMEM80_p695648	TMEM80	458	915	194	1248
TMEM80_p695658	TMEM80	464	1238	189	898
TMEM80_p695670	TMEM80	484	1708	460	1461
TMEM81_m205053254	TMEM81	1055	1304	616	1943
TMEM81_m205053273	TMEM81	333	854	332	717
TMEM81_m205053284	TMEM81	425	1153	403	1818
TMEM81_m205053290	TMEM81	664	1162	380	1940
TMEM81_m205053332	TMEM81	681	1810	540	2636
TMEM81_m205053387	TMEM81	900	1008	530	2195
TMEM81_p205053264	TMEM81	199	461	112	682
TMEM81_p205053337	TMEM81	449	573	221	700
TMEM81_p205053368	TMEM81	319	1282	341	1185
TMEM81_p205053379	TMEM81	186	678	241	927
TMEM82_m16069122	TMEM82	1303	1869	973	2721
TMEM82_m16069133	TMEM82	357	646	348	703
TMEM82_m16069344	TMEM82	558	1399	542	1095
TMEM82_m16069360	TMEM82	552	1514	499	2297
TMEM82_m16069369	TMEM82	0	22	15	104
TMEM82_m16069555	TMEM82	446	1057	444	2016
TMEM82_m16069564	TMEM82	614	1617	731	1478
TMEM82_m16069583	TMEM82	765	2765	527	3381
TMEM82_p16069537	TMEM82	411	583	449	779
TMEM82_p16069567	TMEM82	1079	1591	703	2120
TMEM86A_m18720444	TMEM86A	181	785	271	944
TMEM86A_m18722478	TMEM86A	395	1228	280	1108
TMEM86A_m18722497	TMEM86A	701	1883	376	1885
TMEM86A_m18722509	TMEM86A	217	624	227	657
TMEM86A_m18722562	TMEM86A	624	1724	550	2033
TMEM86A_m18722579	TMEM86A	819	2625	627	2381
TMEM86A_p18722470	TMEM86A	828	2267	336	1043
TMEM86A_p18722481	TMEM86A	574	989	410	1774
TMEM86A_p18722546	TMEM86A	611	961	546	1276
TMEM86A_p18722588	TMEM86A	108	452	155	267
TMEM86B_m55739732	TMEM86B	412	653	196	651
TMEM86B_m55739742	TMEM86B	117	622	323	786
TMEM86B_m55739787	TMEM86B	459	800	222	623
TMEM86B_m55740060	TMEM86B	677	932	412	1088
TMEM86B_m55740092	TMEM86B	499	1066	395	1481
TMEM86B_m55740101	TMEM86B	54	846	251	1041
TMEM86B_p55739723	TMEM86B	430	110	129	558
TMEM86B_p55739747	TMEM86B	831	3684	1077	3346
TMEM86B_p55739754	TMEM86B	879	2335	971	2421
TMEM86B_p55739779	TMEM86B	974	3558	789	3910
TMEM87A_m42565454	TMEM87A	1662	3899	1598	4400
TMEM87A_m42565473	TMEM87A	308	675	381	927
TMEM87A_m42565482	TMEM87A	657	1409	415	1433
TMEM87A_m42565574	TMEM87A	347	1603	496	1640
TMEM87A_m42565581	TMEM87A	592	1618	796	2561
TMEM87A_m42565589	TMEM87A	280	332	225	437
TMEM87A_p42564269	TMEM87A	374	968	162	477
TMEM87A_p42565441	TMEM87A	619	1381	867	1582
TMEM87A_p42565460	TMEM87A	546	1628	341	1455
TMEM87A_p42565543	TMEM87A	328	306	221	1218
TMEM87B_m112813185	TMEM87B	363	472	235	219
TMEM87B_m112813212	TMEM87B	352	602	126	573
TMEM87B_m112813218	TMEM87B	317	283	163	1
TMEM87B_m112813239	TMEM87B	1288	3026	1065	2912
TMEM87B_m112813300	TMEM87B	316	717	308	502
TMEM87B_p112813167	TMEM87B	12	1456	12	1135
TMEM87B_p112813174	TMEM87B	229	520	169	1114
TMEM87B_p112813250	TMEM87B	689	1329	600	1067
TMEM87B_p112813285	TMEM87B	499	482	635	1094
TMEM87B_p112813292	TMEM87B	88	831	153	696
TMEM88B_m1361562	TMEM88B	407	689	468	763
TMEM88B_m1361591	TMEM88B	227	146	223	558
TMEM88B_m1361599	TMEM88B	1300	2628	1082	1462
TMEM88B_m1361613	TMEM88B	501	908	551	1274
TMEM88B_m1361656	TMEM88B	262	667	216	619
TMEM88B_m1361674	TMEM88B	308	1534	342	1009
TMEM88B_m1361683	TMEM88B	963	811	348	1355
TMEM88B_p1361497	TMEM88B	941	2547	840	2283
TMEM88B_p1361603	TMEM88B	1017	2990	807	2467
TMEM88B_p1361689	TMEM88B	121	839	189	827
TMEM88_m7758456	TMEM88	488	2102	595	2286
TMEM88_m7758471	TMEM88	875	1427	792	2208
TMEM88_m7758492	TMEM88	863	2801	904	2432
TMEM88_m7758549	TMEM88	747	1145	455	1584
TMEM88_p7758413	TMEM88	676	1047	361	1316
TMEM88_p7758481	TMEM88	942	2086	749	1840
TMEM88_p7758508	TMEM88	114	701	132	281
TMEM88_p7758514	TMEM88	266	645	372	515
TMEM88_p7758521	TMEM88	472	732	359	503
TMEM88_p7758553	TMEM88	308	548	189	1072
