ID	Target	Plasmid	8aB_rep1	8aB_rep2	8aB_rep3
SLC4A11-14	SLC4A11	179	0	0	0
SLC4A11-2	SLC4A11	482	0	0	0
SLC4A11-3	SLC4A11	684	0	0	619
SLC4A11-4	SLC4A11	507	0	1	0
SLC4A11-5	SLC4A11	1361	0	456	528
SLC4A11-6	SLC4A11	1074	0	0	502
SLC4A11-7	SLC4A11	988	0	0	108
SLC4A11-8	SLC4A11	553	118	271	0
SLC4A11-9	SLC4A11	1488	0	285	712
SLC4A1-2	SLC4A1	539	0	0	0
SLC4A1-3	SLC4A1	1141	0	0	0
SLC4A1-4	SLC4A1	95	0	0	0
SLC4A1-5	SLC4A1	182	0	0	0
SLC4A1-6	SLC4A1	1115	0	0	469
SLC4A1-7	SLC4A1	850	0	0	482
SLC4A2-1	SLC4A2	258	0	0	0
SLC4A2-10	SLC4A2	404	0	64	261
SLC4A2-11	SLC4A2	750	0	276	356
SLC4A2-12	SLC4A2	996	0	0	338
SLC4A2-13	SLC4A2	496	0	0	0
SLC4A2-14	SLC4A2	498	0	0	0
SLC4A2-2	SLC4A2	496	0	221	548
SLC4A2-3	SLC4A2	833	0	0	260
SLC4A2-4	SLC4A2	148	0	0	0
SLC4A2-5	SLC4A2	822	0	0	0
SLC4A2-6	SLC4A2	0	0	0	0
SLC4A2-7	SLC4A2	515	0	169	486
SLC4A2-8	SLC4A2	577	0	0	1247
SLC4A2-9	SLC4A2	298	0	0	0
SLC4A3-1	SLC4A3	420	0	6	890
SLC4A3-10	SLC4A3	4	0	0	0
SLC4A3-11	SLC4A3	1705	1105	76	161
SLC4A3-12	SLC4A3	209	0	163	0
SLC4A3-13	SLC4A3	732	0	0	0
SLC4A3-14	SLC4A3	275	0	0	0
SLC4A3-2	SLC4A3	823	658	0	183
SLC4A3-3	SLC4A3	256	0	0	0
SLC4A3-4	SLC4A3	1308	0	64	333
SLC4A3-5	SLC4A3	212	1	0	0
SLC4A3-6	SLC4A3	829	0	1222	0
SLC4A3-7	SLC4A3	136	0	0	0
SLC4A3-8	SLC4A3	712	0	447	242
SLC4A3-9	SLC4A3	605	0	3	210
SLC4A4-1	SLC4A4	789	1841	119	1074
SLC4A4-10	SLC4A4	1855	0	68	564
SLC4A4-11	SLC4A4	595	0	0	365
SLC4A4-12	SLC4A4	1383	600	123	0
SLC4A4-13	SLC4A4	1069	0	1742	149
SLC4A4-14	SLC4A4	310	0	0	0
SLC4A4-15	SLC4A4	1822	0	232	487
SLC4A4-2	SLC4A4	9	0	0	0
SLC4A4-3	SLC4A4	396	0	0	8
SLC4A4-4	SLC4A4	700	0	0	0
SLC4A4-5	SLC4A4	146	0	52	573
SLC4A4-6	SLC4A4	399	0	0	8
SLC4A4-7	SLC4A4	1297	385	1023	0
SLC4A4-8	SLC4A4	254	0	0	0
SLC4A4-9	SLC4A4	2097	0	244	1
SLC4A5-1	SLC4A5	1602	586	313	550
SLC4A5-10	SLC4A5	381	0	31	0
SLC4A5-11	SLC4A5	650	0	0	0
SLC4A5-12	SLC4A5	261	0	0	0
SLC4A5-13	SLC4A5	227	1393	0	0
SLC4A5-14	SLC4A5	744	16	194	0
SLC4A5-15	SLC4A5	168	0	0	0
SLC4A5-16	SLC4A5	211	0	0	266
SLC4A5-2	SLC4A5	0	0	0	0
SLC4A5-3	SLC4A5	1758	0	434	86
SLC4A5-4	SLC4A5	1722	0	726	699
SLC4A5-5	SLC4A5	599	0	0	0
SLC4A5-6	SLC4A5	818	0	0	1
SLC4A5-7	SLC4A5	345	0	0	1
SLC4A5-8	SLC4A5	566	0	0	0
SLC4A5-9	SLC4A5	591	0	0	103
SLC4A7-1	SLC4A7	631	0	0	0
SLC4A7-2	SLC4A7	3277	513	272	1578
SLC4A7-3	SLC4A7	0	0	0	0
SLC4A7-4	SLC4A7	919	0	445	1
SLC4A7-5	SLC4A7	162	0	0	1
SLC4A7-6	SLC4A7	1338	1	0	795
SLC4A7-7	SLC4A7	2136	0	0	597
SLC4A8-1	SLC4A8	1744	1505	240	588
SLC4A8-10	SLC4A8	1255	0	1	6
SLC4A8-11	SLC4A8	1701	512	0	342
SLC4A8-12	SLC4A8	832	0	0	0
SLC4A8-13	SLC4A8	1699	492	0	0
SLC4A8-14	SLC4A8	1409	667	28	159
SLC4A8-15	SLC4A8	450	651	0	0
SLC4A8-2	SLC4A8	2174	370	0	551
SLC4A8-3	SLC4A8	307	0	0	0
SLC4A8-4	SLC4A8	1587	1582	1	104
SLC4A8-5	SLC4A8	0	0	0	0
SLC4A8-6	SLC4A8	1228	0	0	148
SLC4A8-7	SLC4A8	586	0	0	0
SLC4A8-8	SLC4A8	482	0	0	50
SLC4A8-9	SLC4A8	475	0	0	0
SLC4A9-1	SLC4A9	339	0	36	0
SLC4A9-2	SLC4A9	263	0	0	372
SLC4A9-3	SLC4A9	1075	810	0	8
SLC4A9-4	SLC4A9	0	0	0	0
SLC4A9-5	SLC4A9	411	0	361	0
SLC4A9-6	SLC4A9	154	0	67	0
SLC4A9-7	SLC4A9	926	0	318	240
SLC50A1-1	SLC50A1	960	0	0	0
SLC50A1-10	SLC50A1	1304	0	243	130
SLC50A1-11	SLC50A1	568	0	0	160
SLC50A1-12	SLC50A1	54	0	0	0
SLC50A1-13	SLC50A1	1274	593	193	1
SLC50A1-14	SLC50A1	946	0	12	679
SLC50A1-2	SLC50A1	756	0	77	561
SLC50A1-3	SLC50A1	786	0	0	0
SLC50A1-4	SLC50A1	2871	298	1242	139
SLC50A1-5	SLC50A1	1991	0	223	152
SLC50A1-6	SLC50A1	610	0	140	629
SLC50A1-7	SLC50A1	967	0	171	0
SLC50A1-8	SLC50A1	98	0	0	0
SLC50A1-9	SLC50A1	154	0	0	0
SLC51A-1	SLC51A	470	0	0	126
SLC51A-10	SLC51A	1741	334	0	604
SLC51A-11	SLC51A	115	0	0	0
SLC51A-12	SLC51A	921	0	2	17
SLC51A-13	SLC51A	1751	0	0	1295
SLC51A-14	SLC51A	991	953	1	911
SLC51A-2	SLC51A	1914	711	185	869
SLC51A-3	SLC51A	364	0	0	119
SLC51A-4	SLC51A	51	0	0	0
SLC51A-5	SLC51A	2254	0	108	680
SLC51A-6	SLC51A	83	0	0	0
SLC51A-7	SLC51A	282	0	0	1
SLC51A-8	SLC51A	585	0	65	612
SLC51A-9	SLC51A	1075	0	0	251
SLC51B-1	SLC51B	642	0	331	0
SLC51B-2	SLC51B	1185	0	756	363
SLC51B-3	SLC51B	1563	0	133	1314
SLC51B-4	SLC51B	219	0	0	372
SLC51B-5	SLC51B	302	0	218	562
SLC51B-6	SLC51B	745	0	0	0
SLC51B-7	SLC51B	2303	538	237	871
SLC52A1-1	SLC52A1	1252	1197	0	1132
SLC52A1-2	SLC52A1	1130	0	0	1
SLC52A1-3	SLC52A1	656	0	0	197
SLC52A1-4	SLC52A1	974	0	0	20
SLC52A1-5	SLC52A1	1584	0	60	2
SLC52A1-6	SLC52A1	272	0	0	283
SLC52A1-7	SLC52A1	1801	964	263	1763
SLC52A2-1	SLC52A2	804	0	306	31
SLC52A2-10	SLC52A2	156	0	0	510
SLC52A2-11	SLC52A2	126	0	0	0
SLC52A2-12	SLC52A2	46	0	0	0
SLC52A2-13	SLC52A2	463	0	0	405
SLC52A2-14	SLC52A2	594	0	281	0
SLC52A2-15	SLC52A2	398	0	0	907
SLC52A2-16	SLC52A2	189	0	0	0
SLC52A2-2	SLC52A2	643	0	0	0
SLC52A2-3	SLC52A2	331	0	0	280
SLC52A2-4	SLC52A2	457	455	246	7
SLC52A2-5	SLC52A2	498	0	0	0
SLC52A2-6	SLC52A2	285	0	0	0
SLC52A2-7	SLC52A2	0	0	0	0
SLC52A2-8	SLC52A2	1820	0	77	0
SLC52A2-9	SLC52A2	423	0	0	6
SLC52A3-1	SLC52A3	1213	989	573	216
SLC52A3-2	SLC52A3	2046	709	32	8
SLC52A3-3	SLC52A3	890	0	281	30
SLC52A3-4	SLC52A3	1657	1267	392	567
SLC52A3-5	SLC52A3	1612	1324	115	622
SLC52A3-6	SLC52A3	748	0	0	651
SLC52A3-7	SLC52A3	432	0	0	13
SLC5A10-1	SLC5A10	1010	0	62	0
SLC5A10-2	SLC5A10	964	718	1	14
SLC5A10-3	SLC5A10	1123	0	1196	520
SLC5A10-4	SLC5A10	94	0	0	0
SLC5A10-5	SLC5A10	489	0	78	0
SLC5A10-6	SLC5A10	521	0	0	286
SLC5A10-7	SLC5A10	1042	381	208	560
SLC5A1-1	SLC5A1	981	0	182	1681
SLC5A1-10	SLC5A1	1913	0	0	748
SLC5A11-1	SLC5A11	66	0	0	0
SLC5A1-11	SLC5A1	331	0	0	922
SLC5A11-10	SLC5A11	343	0	0	0
SLC5A11-2	SLC5A11	884	508	762	6
SLC5A1-12	SLC5A1	702	1388	0	289
SLC5A11-3	SLC5A11	1222	0	0	948
SLC5A1-13	SLC5A1	176	0	0	0
SLC5A11-4	SLC5A11	1019	0	0	0
SLC5A1-14	SLC5A1	1474	0	0	0
SLC5A11-5	SLC5A11	462	0	0	0
SLC5A1-15	SLC5A1	1802	346	96	7
SLC5A11-6	SLC5A11	257	0	0	7
SLC5A1-16	SLC5A1	573	0	435	140
SLC5A11-7	SLC5A11	1027	0	1	0
SLC5A11-8	SLC5A11	1294	0	0	0
SLC5A11-9	SLC5A11	332	0	292	0
SLC5A1-2	SLC5A1	2216	552	483	382
SLC5A12-1	SLC5A12	414	0	718	0
SLC5A12-2	SLC5A12	316	0	95	0
SLC5A12-3	SLC5A12	1680	0	0	518
SLC5A12-4	SLC5A12	1247	1	224	0
SLC5A12-5	SLC5A12	1461	0	0	3025
SLC5A12-6	SLC5A12	998	0	0	200
SLC5A12-7	SLC5A12	904	0	277	829
SLC5A1-3	SLC5A1	782	0	931	0
SLC5A1-4	SLC5A1	154	0	34	0
SLC5A1-5	SLC5A1	600	0	86	3898
SLC5A1-6	SLC5A1	1017	0	0	306
SLC5A1-7	SLC5A1	75	670	0	0
SLC5A1-8	SLC5A1	185	0	0	11
SLC5A1-9	SLC5A1	1374	0	538	48
SLC5A2-1	SLC5A2	0	0	0	0
SLC5A2-10	SLC5A2	454	0	0	653
SLC5A2-11	SLC5A2	168	0	0	0
SLC5A2-12	SLC5A2	1011	1325	1	298
SLC5A2-13	SLC5A2	2052	2141	537	426
SLC5A2-14	SLC5A2	585	0	0	1
SLC5A2-2	SLC5A2	566	0	242	381
SLC5A2-3	SLC5A2	0	0	0	0
SLC5A2-4	SLC5A2	946	0	0	669
SLC5A2-5	SLC5A2	2236	0	1	945
SLC5A2-6	SLC5A2	0	0	0	0
SLC5A2-7	SLC5A2	1859	0	0	211
SLC5A2-8	SLC5A2	0	0	0	0
SLC5A2-9	SLC5A2	1767	0	438	569
SLC5A3-1	SLC5A3	1971	0	409	1231
SLC5A3-2	SLC5A3	978	55	0	0
SLC5A3-3	SLC5A3	1161	634	61	0
SLC5A3-4	SLC5A3	425	0	0	363
SLC5A3-5	SLC5A3	963	0	9	0
SLC5A3-6	SLC5A3	611	686	0	14
SLC5A3-7	SLC5A3	1724	0	519	1373
SLC5A3-8	SLC5A3	766	689	0	429
SLC5A3-9	SLC5A3	0	0	0	0
SLC5A4-1	SLC5A4	589	0	0	0
SLC5A4-2	SLC5A4	164	0	225	0
SLC5A4-3	SLC5A4	949	0	0	249
SLC5A4-4	SLC5A4	0	0	0	0
SLC5A4-5	SLC5A4	978	267	318	1506
SLC5A4-6	SLC5A4	2579	0	1091	331
SLC5A4-7	SLC5A4	1168	0	0	206
SLC5A5-1	SLC5A5	321	0	0	0
SLC5A5-2	SLC5A5	323	0	0	0
SLC5A5-3	SLC5A5	0	0	0	0
SLC5A5-4	SLC5A5	103	0	250	0
SLC5A5-5	SLC5A5	593	0	0	203
SLC5A5-6	SLC5A5	1247	0	3317	67
SLC5A5-7	SLC5A5	421	0	0	108
SLC5A6-1	SLC5A6	1137	0	0	2
SLC5A6-10	SLC5A6	1230	0	0	283
SLC5A6-11	SLC5A6	664	3	0	706
SLC5A6-12	SLC5A6	904	0	0	0
SLC5A6-2	SLC5A6	239	1	0	0
SLC5A6-3	SLC5A6	1285	0	0	905
SLC5A6-4	SLC5A6	675	0	0	0
SLC5A6-5	SLC5A6	1327	0	0	1
SLC5A6-6	SLC5A6	885	1085	302	35
SLC5A6-7	SLC5A6	352	0	127	0
SLC5A6-8	SLC5A6	46	0	0	0
SLC5A6-9	SLC5A6	1254	889	177	1400
SLC5A7-1	SLC5A7	108	0	0	0
SLC5A7-2	SLC5A7	1446	0	0	0
SLC5A7-3	SLC5A7	1084	0	0	1489
SLC5A7-4	SLC5A7	451	0	0	0
SLC5A7-5	SLC5A7	505	0	0	256
SLC5A7-6	SLC5A7	913	0	609	6
SLC5A7-7	SLC5A7	1199	0	0	612
SLC5A8-1	SLC5A8	1074	468	61	309
SLC5A8-2	SLC5A8	1692	0	0	276
SLC5A8-3	SLC5A8	1213	0	0	1109
SLC5A8-4	SLC5A8	657	99	0	425
SLC5A8-5	SLC5A8	683	0	0	10
SLC5A8-6	SLC5A8	211	0	0	224
SLC5A8-7	SLC5A8	825	648	218	0
SLC5A9-1	SLC5A9	633	0	165	0
SLC5A9-2	SLC5A9	1372	0	266	619
SLC5A9-3	SLC5A9	1382	0	197	1184
SLC5A9-4	SLC5A9	1821	0	117	412
SLC5A9-5	SLC5A9	214	0	0	0
SLC5A9-6	SLC5A9	441	0	0	0
SLC5A9-7	SLC5A9	866	0	0	537
SLC6A1-1	SLC6A1	2477	1	60	702
SLC6A11-1	SLC6A11	430	0	0	0
SLC6A11-2	SLC6A11	0	0	0	0
SLC6A11-3	SLC6A11	670	0	0	3
SLC6A11-4	SLC6A11	1302	549	246	466
SLC6A11-5	SLC6A11	535	0	0	128
SLC6A11-6	SLC6A11	1002	0	239	437
SLC6A11-7	SLC6A11	833	994	0	285
SLC6A1-2	SLC6A1	5	0	0	0
SLC6A12-1	SLC6A12	186	1271	0	0
SLC6A12-10	SLC6A12	705	0	0	0
SLC6A12-11	SLC6A12	2	0	0	0
SLC6A12-12	SLC6A12	2178	0	117	394
SLC6A12-13	SLC6A12	495	549	0	0
SLC6A12-14	SLC6A12	0	0	0	0
SLC6A12-2	SLC6A12	1202	0	371	978
SLC6A12-3	SLC6A12	158	0	0	0
SLC6A12-4	SLC6A12	329	0	0	0
SLC6A12-5	SLC6A12	122	0	122	0
SLC6A12-6	SLC6A12	475	616	0	0
SLC6A12-7	SLC6A12	1512	593	0	440
SLC6A12-8	SLC6A12	1884	0	548	231
SLC6A12-9	SLC6A12	1078	0	180	11
SLC6A1-3	SLC6A1	815	0	174	13
SLC6A13-1	SLC6A13	440	0	0	0
SLC6A13-2	SLC6A13	1065	457	1	394
SLC6A13-3	SLC6A13	195	0	0	0
SLC6A13-4	SLC6A13	0	0	0	0
SLC6A13-5	SLC6A13	842	0	42	151
SLC6A13-6	SLC6A13	423	0	0	0
SLC6A13-7	SLC6A13	254	0	0	3
SLC6A1-4	SLC6A1	2580	501	76	289
SLC6A14-1	SLC6A14	533	0	0	385
SLC6A14-2	SLC6A14	282	0	507	0
SLC6A14-3	SLC6A14	93	0	0	0
SLC6A14-4	SLC6A14	130	0	0	0
SLC6A14-5	SLC6A14	1406	154	137	1672
SLC6A14-6	SLC6A14	0	0	0	0
SLC6A14-7	SLC6A14	624	0	353	0
SLC6A1-5	SLC6A1	2484	749	0	526
SLC6A15-1	SLC6A15	0	0	0	0
SLC6A15-2	SLC6A15	1862	712	312	1655
SLC6A15-3	SLC6A15	300	0	0	0
SLC6A15-4	SLC6A15	472	0	0	486
SLC6A15-5	SLC6A15	1274	0	133	670
SLC6A15-6	SLC6A15	1342	0	218	557
SLC6A15-7	SLC6A15	450	625	0	0
SLC6A1-6	SLC6A1	666	0	0	0
SLC6A16-1	SLC6A16	744	0	481	0
SLC6A16-2	SLC6A16	0	0	0	0
SLC6A16-3	SLC6A16	660	0	0	0
SLC6A16-4	SLC6A16	1288	0	0	558
SLC6A16-5	SLC6A16	1173	0	282	0
SLC6A16-6	SLC6A16	587	1	176	405
SLC6A16-7	SLC6A16	341	0	0	0
SLC6A1-7	SLC6A1	717	0	0	0
SLC6A17-1	SLC6A17	705	0	573	16
SLC6A17-2	SLC6A17	113	0	0	0
SLC6A17-3	SLC6A17	1133	541	0	6
SLC6A17-4	SLC6A17	492	0	0	0
SLC6A17-5	SLC6A17	855	0	122	0
SLC6A17-6	SLC6A17	0	0	0	0
SLC6A17-7	SLC6A17	1075	1271	477	0
SLC6A18-1	SLC6A18	341	0	0	0
SLC6A18-2	SLC6A18	759	0	492	1
SLC6A18-3	SLC6A18	146	1	849	0
SLC6A18-4	SLC6A18	0	0	0	0
SLC6A18-5	SLC6A18	604	0	0	0
SLC6A18-6	SLC6A18	1177	0	0	1
SLC6A18-7	SLC6A18	97	0	0	0
SLC6A19-1	SLC6A19	294	0	0	0
SLC6A19-2	SLC6A19	642	51	0	0
SLC6A19-3	SLC6A19	674	0	0	40
SLC6A19-4	SLC6A19	1486	0	187	928
SLC6A19-5	SLC6A19	245	0	0	0
SLC6A19-6	SLC6A19	976	0	0	33
SLC6A19-7	SLC6A19	468	0	0	375
SLC6A20-1	SLC6A20	243	0	147	0
SLC6A20-2	SLC6A20	1709	0	0	638
SLC6A20-3	SLC6A20	214	0	0	0
SLC6A20-4	SLC6A20	824	0	0	100
SLC6A20-5	SLC6A20	677	0	0	514
SLC6A20-6	SLC6A20	813	0	0	0
SLC6A20-7	SLC6A20	171	0	0	0
SLC6A2-1	SLC6A2	0	0	0	0
SLC6A2-10	SLC6A2	105	0	0	383
SLC6A2-11	SLC6A2	53	0	0	12
SLC6A2-12	SLC6A2	510	0	110	366
SLC6A2-13	SLC6A2	157	0	0	241
SLC6A2-14	SLC6A2	746	0	0	3
SLC6A2-2	SLC6A2	0	0	0	0
SLC6A2-3	SLC6A2	381	0	0	0
SLC6A2-4	SLC6A2	1347	0	0	0
SLC6A2-5	SLC6A2	101	965	0	0
SLC6A2-6	SLC6A2	348	0	0	1
SLC6A2-7	SLC6A2	215	0	272	0
SLC6A2-8	SLC6A2	114	0	412	0
SLC6A2-9	SLC6A2	486	0	0	1
SLC6A3-1	SLC6A3	73	0	0	0
SLC6A3-2	SLC6A3	857	0	16	477
SLC6A3-3	SLC6A3	44	0	0	0
SLC6A3-4	SLC6A3	258	0	0	0
SLC6A3-5	SLC6A3	1249	0	776	236
SLC6A3-6	SLC6A3	1025	0	422	1
SLC6A3-7	SLC6A3	582	0	311	0
SLC6A4-1	SLC6A4	48	0	0	0
SLC6A4-10	SLC6A4	1319	0	368	648
SLC6A4-11	SLC6A4	497	0	271	8
SLC6A4-12	SLC6A4	242	0	0	41
SLC6A4-13	SLC6A4	1060	573	0	6
SLC6A4-14	SLC6A4	2038	0	0	2076
SLC6A4-15	SLC6A4	430	0	935	0
SLC6A4-2	SLC6A4	0	0	0	0
SLC6A4-3	SLC6A4	212	0	0	0
SLC6A4-4	SLC6A4	936	0	236	217
SLC6A4-5	SLC6A4	1204	0	0	0
SLC6A4-6	SLC6A4	458	0	0	0
SLC6A4-7	SLC6A4	864	0	504	1
SLC6A4-8	SLC6A4	0	0	0	0
SLC6A4-9	SLC6A4	304	0	0	483
SLC6A5-1	SLC6A5	806	0	0	565
SLC6A5-10	SLC6A5	1	0	0	0
SLC6A5-11	SLC6A5	816	0	266	569
SLC6A5-12	SLC6A5	1457	0	0	0
SLC6A5-13	SLC6A5	463	0	0	27
SLC6A5-2	SLC6A5	704	0	0	756
SLC6A5-3	SLC6A5	1105	495	0	181
SLC6A5-4	SLC6A5	545	0	0	4
SLC6A5-5	SLC6A5	849	0	0	6
SLC6A5-6	SLC6A5	1442	0	0	500
SLC6A5-7	SLC6A5	921	0	1	0
SLC6A5-8	SLC6A5	464	0	0	138
SLC6A5-9	SLC6A5	1986	0	0	1
SLC6A6-1	SLC6A6	340	0	0	0
SLC6A6-10	SLC6A6	1257	1053	0	397
SLC6A6-11	SLC6A6	0	0	0	0
SLC6A6-12	SLC6A6	516	1249	0	266
SLC6A6-13	SLC6A6	306	0	492	0
SLC6A6-14	SLC6A6	880	460	0	91
SLC6A6-2	SLC6A6	2051	0	9	291
SLC6A6-3	SLC6A6	193	0	0	121
SLC6A6-4	SLC6A6	481	0	122	0
SLC6A6-5	SLC6A6	1690	0	321	658
SLC6A6-6	SLC6A6	3	0	0	0
SLC6A6-7	SLC6A6	789	0	58	1
SLC6A6-8	SLC6A6	1215	0	0	379
SLC6A6-9	SLC6A6	1581	0	0	568
SLC6A7-1	SLC6A7	30	0	0	0
SLC6A7-10	SLC6A7	889	0	0	475
SLC6A7-11	SLC6A7	1849	0	0	12
SLC6A7-12	SLC6A7	79	0	0	0
SLC6A7-13	SLC6A7	648	0	0	7
SLC6A7-14	SLC6A7	153	0	0	0
SLC6A7-2	SLC6A7	117	0	0	0
SLC6A7-3	SLC6A7	424	0	0	165
SLC6A7-4	SLC6A7	330	0	0	182
SLC6A7-5	SLC6A7	0	0	0	0
SLC6A7-6	SLC6A7	507	0	0	919
SLC6A7-7	SLC6A7	302	0	0	0
SLC6A7-8	SLC6A7	600	0	365	8
SLC6A7-9	SLC6A7	2571	1	903	11
SLC6A8-1	SLC6A8	762	0	0	682
SLC6A8-2	SLC6A8	0	0	0	0
SLC6A8-3	SLC6A8	957	0	0	393
SLC6A8-4	SLC6A8	1001	342	0	602
SLC6A8-5	SLC6A8	797	0	79	0
SLC6A8-6	SLC6A8	723	0	0	434
SLC6A8-7	SLC6A8	82	0	0	0
SLC6A8-8	SLC6A8	217	0	0	0
SLC6A9-1	SLC6A9	1072	0	849	784
SLC6A9-10	SLC6A9	702	0	0	0
SLC6A9-11	SLC6A9	311	0	0	0
SLC6A9-12	SLC6A9	736	0	566	827
SLC6A9-13	SLC6A9	1330	542	118	204
SLC6A9-14	SLC6A9	647	0	0	193
SLC6A9-2	SLC6A9	501	0	0	0
SLC6A9-3	SLC6A9	170	0	0	468
SLC6A9-4	SLC6A9	176	0	0	0
SLC6A9-5	SLC6A9	450	0	495	5
SLC6A9-6	SLC6A9	0	0	0	0
SLC6A9-7	SLC6A9	512	0	0	341
SLC6A9-8	SLC6A9	440	0	151	0
SLC6A9-9	SLC6A9	2850	0	451	1023
SLC7A10-1	SLC7A10	801	0	0	0
SLC7A10-2	SLC7A10	909	0	0	361
SLC7A10-3	SLC7A10	760	0	0	169
SLC7A10-4	SLC7A10	2053	0	243	215
SLC7A10-5	SLC7A10	349	0	344	367
SLC7A10-6	SLC7A10	459	0	0	0
SLC7A10-7	SLC7A10	1181	0	617	783
SLC7A1-1	SLC7A1	167	0	0	0
SLC7A11-1	SLC7A11	1672	0	0	660
SLC7A11-2	SLC7A11	363	0	0	0
SLC7A11-3	SLC7A11	162	0	0	103
SLC7A1-2	SLC7A1	892	896	0	0
SLC7A1-3	SLC7A1	426	0	0	0
SLC7A13-1	SLC7A13	707	0	236	261
SLC7A13-2	SLC7A13	339	0	0	828
SLC7A13-3	SLC7A13	666	0	0	115
SLC7A13-4	SLC7A13	0	0	0	0
SLC7A13-5	SLC7A13	686	204	0	0
SLC7A13-6	SLC7A13	2348	715	451	689
SLC7A13-7	SLC7A13	1397	0	0	688
SLC7A13-8	SLC7A13	466	0	0	0
SLC7A13-9	SLC7A13	706	0	644	0
SLC7A1-4	SLC7A1	100	0	315	0
SLC7A14-1	SLC7A14	191	0	0	0
SLC7A14-2	SLC7A14	460	0	1	1
SLC7A14-3	SLC7A14	0	0	0	0
SLC7A14-4	SLC7A14	428	0	0	0
SLC7A14-5	SLC7A14	0	0	0	0
SLC7A14-6	SLC7A14	542	0	122	267
SLC7A14-7	SLC7A14	564	0	0	0
SLC7A1-5	SLC7A1	1594	0	261	1
SLC7A1-6	SLC7A1	2	0	0	0
SLC7A1-7	SLC7A1	1437	30	0	471
SLC7A2-1	SLC7A2	1581	821	0	154
SLC7A2-10	SLC7A2	0	0	0	0
SLC7A2-11	SLC7A2	1195	0	90	0
SLC7A2-12	SLC7A2	81	0	0	0
SLC7A2-2	SLC7A2	0	0	0	0
SLC7A2-3	SLC7A2	3614	1231	197	1180
SLC7A2-4	SLC7A2	739	0	225	0
SLC7A2-5	SLC7A2	832	0	0	0
SLC7A2-6	SLC7A2	1128	0	253	215
SLC7A2-7	SLC7A2	1163	0	575	6
SLC7A2-8	SLC7A2	1268	0	0	1112
SLC7A2-9	SLC7A2	219	0	0	10
SLC7A3-1	SLC7A3	51	0	0	0
SLC7A3-2	SLC7A3	96	0	0	371
SLC7A3-3	SLC7A3	233	0	0	0
SLC7A3-4	SLC7A3	430	0	0	109
SLC7A3-5	SLC7A3	205	0	0	0
SLC7A3-6	SLC7A3	1101	0	0	363
SLC7A3-7	SLC7A3	476	0	0	3
SLC7A3-8	SLC7A3	196	484	0	0
SLC7A3-9	SLC7A3	684	476	434	21
SLC7A4-1	SLC7A4	754	0	0	325
SLC7A4-10	SLC7A4	730	0	217	246
SLC7A4-11	SLC7A4	945	0	0	707
SLC7A4-12	SLC7A4	1121	0	0	0
SLC7A4-13	SLC7A4	745	0	0	0
SLC7A4-14	SLC7A4	0	0	0	0
SLC7A4-2	SLC7A4	651	0	85	0
SLC7A4-3	SLC7A4	397	0	0	0
SLC7A4-4	SLC7A4	1055	0	203	621
SLC7A4-5	SLC7A4	247	0	0	0
SLC7A4-6	SLC7A4	0	0	0	0
SLC7A4-7	SLC7A4	560	0	0	807
SLC7A4-8	SLC7A4	1307	547	244	695
SLC7A4-9	SLC7A4	1	0	0	0
SLC7A5-1	SLC7A5	330	0	0	0
SLC7A5-2	SLC7A5	390	0	0	0
SLC7A5-3	SLC7A5	0	0	0	0
SLC7A5-4	SLC7A5	785	0	201	25
SLC7A5-5	SLC7A5	1113	0	765	0
SLC7A5-6	SLC7A5	2641	599	1212	1537
SLC7A5-7	SLC7A5	29	0	249	0
SLC7A6-1	SLC7A6	701	0	45	226
SLC7A6-10	SLC7A6	84	0	0	0
SLC7A6-11	SLC7A6	1473	0	0	628
SLC7A6-12	SLC7A6	402	1140	256	1
SLC7A6-13	SLC7A6	1861	0	433	684
SLC7A6-14	SLC7A6	301	0	0	0
SLC7A6-2	SLC7A6	924	0	0	7
SLC7A6-3	SLC7A6	246	0	0	0
SLC7A6-4	SLC7A6	286	0	0	13
SLC7A6-5	SLC7A6	1239	0	0	340
SLC7A6-6	SLC7A6	1340	285	0	212
SLC7A6-7	SLC7A6	57	0	0	0
SLC7A6-8	SLC7A6	1063	0	107	589
SLC7A6-9	SLC7A6	969	0	326	5
SLC7A7-1	SLC7A7	640	0	0	419
SLC7A7-10	SLC7A7	1972	54	467	373
SLC7A7-2	SLC7A7	1181	0	277	535
SLC7A7-3	SLC7A7	1303	0	469	380
SLC7A7-4	SLC7A7	92	0	0	0
SLC7A7-5	SLC7A7	124	0	0	4
SLC7A7-6	SLC7A7	338	0	0	0
SLC7A7-7	SLC7A7	32	0	0	0
SLC7A7-8	SLC7A7	1424	0	190	17
SLC7A7-9	SLC7A7	1531	0	0	14
SLC7A8-1	SLC7A8	1538	0	877	2
SLC7A8-10	SLC7A8	652	0	0	724
SLC7A8-11	SLC7A8	764	0	191	0
SLC7A8-12	SLC7A8	536	0	0	520
SLC7A8-13	SLC7A8	675	1450	0	0
SLC7A8-14	SLC7A8	206	0	0	0
SLC7A8-2	SLC7A8	763	0	38	1026
SLC7A8-3	SLC7A8	1183	0	367	689
SLC7A8-4	SLC7A8	608	0	0	6
SLC7A8-5	SLC7A8	1720	0	60	1116
SLC7A8-6	SLC7A8	280	0	258	1
SLC7A8-7	SLC7A8	1020	762	0	188
SLC7A8-8	SLC7A8	658	0	124	0
SLC7A8-9	SLC7A8	1472	338	574	0
