guide	plasmid	cas9T14Rep1	cas9T14Rep2	gene
UPB1_22_c_24891401.26-all	808	364	1147	UPB1
UPB1_22_c_24891410.28-all	740	388	921	UPB1
UPB1_22_w_24891422.28-all	383	184	450	UPB1
UPF1_19_c_18943072.26-all	447	230	660	UPF1
UPF1_19_w_18943039.25-all	351	180	1178	UPF1
UPF1_19_w_18943040.24-all	131	64	568	UPF1
UPF1_19_w_18943062.26-all	291	73	325	UPF1
UPF2_10_w_12077319.27-all	407	159	677	UPF2
UPF2_10_w_12077335.24-all	465	217	612	UPF2
UPF2_10_w_12077358.28-all	442	254	647	UPF2
UPF2_10_w_12077388.23-all	408	191	414	UPF2
UPF3A_13_c_115047142.25-all	170	101	297	UPF3A
UPF3A_13_c_115047149.27-all	168	122	376	UPF3A
UPF3A_13_w_115047136.28-all	101	56	238	UPF3A
UPF3A_13_w_115047143.28-all	227	99	359	UPF3A
UPF3B_X_c_118986846.22-all	288	136	667	UPF3B
UPF3B_X_c_118986847.22-all	155	99	396	UPF3B
UPF3B_X_c_118986866.22-all	812	377	1163	UPF3B
UPF3B_X_w_118986860.25-all	600	352	591	UPF3B
UPK1A_19_c_36157747.25-all	212	124	359	UPK1A
UPK1A_19_c_36157748.26-all	488	276	713	UPK1A
UPK1A_19_c_36157762.28-all	403	200	514	UPK1A
UPK1A_19_c_36157765.23-all	735	364	1144	UPK1A
UPK1B_3_c_118905624.28-all	529	207	507	UPK1B
UPK1B_3_c_118905640.28-all	400	175	621	UPK1B
UPK1B_3_c_118905655.27-all	509	286	613	UPK1B
UPK1B_3_w_118905592.26-all	675	365	582	UPK1B
UPK2_11_w_118827066.26-all	1252	644	1396	UPK2
UPK2_11_w_118827067.25-all	902	426	907	UPK2
UPK2_11_w_118827068.24-all	299	179	356	UPK2
UPK2_11_w_118827075.25-all	440	210	573	UPK2
UPK3A_22_w_45680897.25-all	214	127	781	UPK3A
UPK3A_22_w_45680911.28-all	460	215	570	UPK3A
UPK3A_22_w_45680919.23-all	627	259	665	UPK3A
UPK3A_22_w_45680920.24-all	369	171	519	UPK3A
UPK3BL_7_c_102279601.23.pass11-all	347	210	538	UPK3BL
UPK3BL_7_c_102279613.23.pass11-all	432	290	821	UPK3BL
UPK3BL_7_c_102279614.24.pass11-all	793	500	1325	UPK3BL
UPK3BL_7_w_102279594.24.pass20-all	223	134	369	UPK3BL
UPK3B_7_w_76139978.25-all	465	256	557	UPK3B
UPK3B_7_w_76139979.27-all	2	1	6	UPK3B
UPK3B_7_w_76139990.28-all	528	251	731	UPK3B
UPK3B_7_w_76139995.27-all	343	171	498	UPK3B
UPP1_7_w_48134387.25-all	366	138	391	UPP1
UPP1_7_w_48134396.26-all	314	136	443	UPP1
UPP1_7_w_48139272.25-all	429	158	642	UPP1
UPP1_7_w_48139274.28-all	370	206	524	UPP1
UPP2_2_c_158958578.28-all	271	112	317	UPP2
UPP2_2_w_158958590.26-all	733	359	994	UPP2
UPP2_2_w_158958594.26-all	1509	709	1624	UPP2
UPP2_2_w_158958597.23-all	828	435	927	UPP2
UPRT_X_c_74494113.23-all	457	197	414	UPRT
UPRT_X_w_74494093.23-all	478	214	559	UPRT
UPRT_X_w_74494110.28-all	204	113	357	UPRT
UPRT_X_w_74494122.26-all	512	268	922	UPRT
UQCC_20_c_33981968.23-all	178	69	515	UQCC
UQCC_20_c_33981993.27-all	560	316	678	UQCC
UQCC_20_w_33981971.27-all	985	465	1710	UQCC
UQCC_20_w_33981972.25-all	360	183	917	UQCC
UQCR10_22_c_30163502.27-all	401	215	577	UQCR10
UQCR10_22_w_30163394.26-all	377	202	722	UQCR10
UQCR10_22_w_30163439.26-all	218	100	685	UQCR10
UQCR10_22_w_30163490.26-all	270	124	944	UQCR10
UQCR11_19_c_1605386.27-all	649	289	704	UQCR11
UQCR11_19_c_1605387.28-all	999	422	1268	UQCR11
UQCR11_19_c_1605393.28-all	394	219	496	UQCR11
UQCR11_19_c_1605400.24-all	204	122	475	UQCR11
UQCRB_8_c_97244055.27-all	798	463	939	UQCRB
UQCRB_8_w_97244063.25-all	490	259	1613	UQCRB
UQCRB_8_w_97244064.24-all	202	137	800	UQCRB
UQCRB_8_w_97244138.23.pass30-all	66	27	639	UQCRB
UQCRC1_3_c_48647018.25-all	120	64	408	UQCRC1
UQCRC1_3_c_48647021.26-all	293	99	607	UQCRC1
UQCRC1_3_c_48647042.25-all	159	74	570	UQCRC1
UQCRC1_3_w_48647029.22-all	82	39	341	UQCRC1
UQCRC2_16_c_21968610.26-all	411	201	821	UQCRC2
UQCRC2_16_c_21968630.25-all	506	232	901	UQCRC2
UQCRC2_16_w_21968580.28-all	434	194	625	UQCRC2
UQCRC2_16_w_21968592.25-all	594	250	926	UQCRC2
UQCRFS1_19_c_29704007.26.pass20-all	486	255	677	UQCRFS1
UQCRFS1_19_c_29704008.26.pass20-all	1024	418	1111	UQCRFS1
UQCRFS1_19_w_29699026.28.pass20-all	247	136	1067	UQCRFS1
UQCRFS1_19_w_29703999.24-all	320	114	316	UQCRFS1
UQCRH_1_c_46769478.24.fail-all	348	148	516	UQCRH
UQCRH_1_c_46769489.26.fail-all	49	12	79	UQCRH
UQCRH_1_c_46775978.28.pass20-all	492	266	661	UQCRH
UQCRH_1_c_46775979.28.pass20-all	1222	612	1763	UQCRH
UQCRQ_5_c_132202602.27-all	290	116	719	UQCRQ
UQCRQ_5_c_132202608.25-all	451	184	699	UQCRQ
UQCRQ_5_w_132202633.27-all	468	255	723	UQCRQ
UQCRQ_5_w_132202654.25-all	352	216	906	UQCRQ
URAD_13_c_28562698.28-all	657	371	606	URAD
URAD_13_c_28562712.25-all	647	314	902	URAD
URAD_13_w_28562739.26-all	537	253	607	URAD
URAD_13_w_28562746.25-all	569	271	537	URAD
