Guide	Counts
ACRC_X_w_70800697.25-all	445
ACRV1_11_c_125547904.28-all	794
ACRV1_11_c_125548126.27-all	509
ACRV1_11_c_125548158.24-all	667
ACRV1_11_c_125548177.28-all	53
ACR_22_c_51176696.28-all	1045
ACR_22_c_51176714.23-all	543
ACR_22_w_51176709.25-all	734
ACR_22_w_51177701.28-all	247
ACSBG1_15_c_78526810.23-all	319
ACSBG1_15_c_78526839.27-all	893
ACSBG1_15_w_78526802.25-all	853
ACSBG1_15_w_78526814.27-all	813
ACSBG2_19_c_6141582.27-all	490
ACSBG2_19_w_6141566.28-all	59
ACSBG2_19_w_6147474.23-all	812
ACSBG2_19_w_6147477.24-all	644
ACSF2_17_c_48503652.28-all	304
ACSF2_17_c_48503653.26-all	1165
ACSF2_17_c_48503654.27-all	1900
ACSF2_17_w_48503648.25-all	52
ACSF3_16_w_89167095.25-all	776
ACSF3_16_w_89167096.27-all	1203
ACSF3_16_w_89167097.26-all	570
ACSF3_16_w_89167111.28-all	188
ACSL1_4_c_185724592.24-all	565
ACSL1_4_c_185724614.24-all	629
ACSL1_4_c_185724631.27-all	928
ACSL1_4_w_185724622.24-all	547
ACSL3_2_w_223773498.24-all	619
ACSL3_2_w_223773514.27-all	515
ACSL3_2_w_223773521.27-all	851
ACSL3_2_w_223773547.28-all	4
ACSL4_X_c_108926552.26-all	346
ACSL4_X_c_108926566.25-all	342
ACSL4_X_c_108926567.25-all	955
ACSL4_X_w_108926548.26-all	297
ACSL5_10_w_114154732.26-all	1351
ACSL5_10_w_114154733.25-all	953
ACSL5_10_w_114154734.24-all	387
ACSL5_10_w_114154740.25-all	658
ACSL6_5_c_131329900.26-all	588
ACSL6_5_w_131329863.26-all	685
ACSL6_5_w_131329871.25-all	620
ACSL6_5_w_131329894.28-all	512
ACSM1_16_c_20702483.25-all	843
ACSM1_16_c_20702484.27-all	1263
ACSM1_16_c_20702489.28-all	867
ACSM1_16_w_20702477.26-all	426
ACSM2A_16_c_20476994.26-all	573
ACSM2A_16_c_20482948.23-all	922
ACSM2A_16_c_20482955.28-all	848
ACSM2A_16_w_20476941.26.pass20-all	510
ACSM2B_16_c_20559479.26-all	373
ACSM2B_16_c_20570665.27.pass20-all	746
ACSM2B_16_w_20563520.28-all	640
ACSM2B_16_w_20563548.28-all	1167
ACSM3_16_c_20781423.25-all	979
ACSM3_16_c_20781433.28-all	720
ACSM3_16_c_20781434.27-all	1228
ACSM3_16_w_20781409.27-all	521
ACSM4_12_c_7456968.26-all	435
ACSM4_12_w_7456941.25-all	1194
ACSM4_12_w_7456947.25-all	643
ACSM4_12_w_7456973.26-all	393
ACSM5_16_c_20422877.23-all	384
ACSM5_16_w_20429391.28-all	2354
ACSM5_16_w_20429392.27-all	1636
ACSM5_16_w_20429393.26-all	828
ACSS1_20_c_25011564.26-all	940
ACSS1_20_c_25011572.26-all	541
ACSS1_20_c_25011579.24-all	729
ACSS1_20_w_25011565.28-all	500
ACSS2_20_c_33464474.24-all	444
ACSS2_20_c_33464479.27-all	291
ACSS2_20_w_33464457.27-all	384
ACSS2_20_w_33464471.26-all	363
ACSS3_12_c_81471942.27-all	795
ACSS3_12_w_81471905.27-all	824
ACSS3_12_w_81471933.26-all	254
ACSS3_12_w_81471939.25-all	2
ACTA1_1_c_229568815.25-all	491
ACTA1_1_c_229568835.22-all	935
ACTA1_1_c_229568836.23-all	1387
ACTA1_1_c_229568839.26-all	2100
ACTA2_10_c_90708661.27-all	1023
ACTA2_10_w_90708636.27-all	667
ACTA2_10_w_90708643.25-all	1013
ACTA2_10_w_90708656.27-all	1334
ACTBL2_5_w_56778492.25-all	795
ACTBL2_5_w_56778493.27-all	450
ACTBL2_5_w_56778500.28-all	1220
ACTBL2_5_w_56778506.26-all	1299
ACTB_7_c_5568030.24-all	217
ACTB_7_c_5568321.27.pass30-all	179
ACTB_7_c_5569271.25.pass30-all	401
ACTB_7_w_5568073.28-all	531
ACTC1_15_c_35086982.26-all	972
ACTC1_15_w_35086954.26-all	667
ACTC1_15_w_35086958.27-all	430
ACTC1_15_w_35086978.27-all	511
ACTG1_17_c_79479294.26-all	176
ACTG1_17_c_79479300.26-all	808
ACTG1_17_c_79479301.24-all	540
ACTG1_17_w_79479273.25-all	969
ACTG2_2_c_74128495.27-all	645
ACTG2_2_w_74128457.25-all	887
ACTG2_2_w_74128533.25-all	917
ACTG2_2_w_74128534.27-all	455
ACTL10_20_c_32255340.24-all	918
ACTL10_20_w_32255313.25-all	304
ACTL10_20_w_32255334.26-all	630
ACTL10_20_w_32255337.22-all	847
ACTL6A_3_c_179287881.28-all	435
ACTL6A_3_c_179287884.28-all	1033
ACTL6A_3_c_179287900.25-all	192
ACTL6A_3_c_179287914.24-all	400
ACTL6B_7_c_100253458.25-all	419
ACTL6B_7_c_100253468.23-all	721
ACTL6B_7_w_100253450.23-all	573
ACTL6B_7_w_100253471.24-all	332
ACTL7A_9_c_111624629.26-all	798
ACTL7A_9_c_111624630.25-all	802
ACTL7A_9_w_111624611.28-all	1580
ACTL7A_9_w_111624614.25-all	923
ACTL7B_9_c_111618183.24-all	648
ACTL7B_9_c_111618184.24-all	766
ACTL7B_9_c_111618185.25-all	1481
ACTL7B_9_w_111618179.28-all	672
ACTL8_1_c_18149534.22-all	87
ACTL8_1_c_18149535.27-all	520
ACTL8_1_w_18149516.22-all	489
ACTL8_1_w_18149529.24-all	432
ACTL9_19_c_8809028.28-all	238
ACTL9_19_c_8809034.26-all	642
ACTL9_19_c_8809035.27-all	1148
ACTL9_19_c_8809036.24-all	392
ACTN1_14_c_69445730.24-all	637
ACTN1_14_c_69445767.25-all	780
ACTN1_14_w_69445715.28-all	1233
ACTN1_14_w_69445716.27-all	723
ACTN2_1_c_236850021.23-all	1028
ACTN2_1_w_236849978.28-all	421
ACTN2_1_w_236849988.27-all	1419
ACTN2_1_w_236849989.26-all	928
ACTN4_19_c_39138425.23-all	906
ACTN4_19_w_39138396.28-all	622
ACTN4_19_w_39138408.22-all	949
ACTN4_19_w_39138417.25-all	735
ACTR10_14_c_58666963.27-all	195
ACTR10_14_c_58666966.27-all	205
ACTR10_14_w_58666938.24-all	95
ACTR10_14_w_58666952.27-all	109
ACTR1A_10_c_104248883.28-all	977
ACTR1A_10_c_104248888.27-all	329
ACTR1A_10_c_104262396.24-all	344
ACTR1A_10_w_104248863.28-all	344
ACTR1B_2_c_98278373.24-all	784
ACTR1B_2_c_98280345.25-all	796
ACTR1B_2_w_98278377.26-all	448
ACTR1B_2_w_98280316.25-all	1235
ACTR2_2_c_65455083.25-all	286
ACTR2_2_c_65455089.27-all	363
ACTR2_2_c_65455090.28-all	1113
ACTR2_2_w_65492234.22-all	266
ACTR3B_7_c_152456994.26-all	611
ACTR3B_7_c_152456997.28-all	1331
ACTR3B_7_w_152456982.26-all	1647
ACTR3B_7_w_152456985.23-all	1014
ACTR3C_7_w_149990445.24.pass20-all	1624
ACTR3C_7_w_149990446.28.pass20-all	1243
ACTR3C_7_w_149990447.22.pass20-all	1167
ACTR3C_7_w_149992359.24.pass30-all	1581
ACTR3_2_c_114684954.24-all	750
ACTR3_2_c_114684963.28-all	856
ACTR3_2_w_114684929.28-all	896
ACTR3_2_w_114684932.25-all	307
ACTR5_20_w_37377138.27-all	375
ACTR5_20_w_37377139.23-all	301
ACTR5_20_w_37377144.25-all	147
ACTR5_20_w_37377152.24-all	291
ACTR6_12_c_100594654.24-all	114
ACTR6_12_c_100594675.23-all	73
ACTR6_12_w_100594636.26-all	53
ACTR6_12_w_100598724.26-all	615
ACTR8_3_c_53916122.28-all	364
ACTR8_3_w_53916088.28-all	318
ACTR8_3_w_53916093.27-all	180
ACTR8_3_w_53916100.26-all	405
ACTRT1_X_c_127186089.26-all	470
ACTRT1_X_w_127186067.24-all	527
ACTRT1_X_w_127186096.28-all	389
ACTRT1_X_w_127186135.26-all	845
ACTRT2_1_w_2938259.23-all	648
ACTRT2_1_w_2938275.28-all	1982
ACTRT2_1_w_2938276.25-all	690
ACTRT2_1_w_2938277.26-all	656
ACTRT3_3_c_169487289.23-all	442
ACTRT3_3_c_169487296.28-all	638
ACTRT3_3_c_169487302.25-all	796
ACTRT3_3_w_169487270.28-all	508
ACVR1B_12_c_52369116.26-all	388
ACVR1B_12_c_52369134.24-all	986
ACVR1B_12_c_52369138.28-all	1797
ACVR1B_12_w_52369120.27-all	396
ACVR1C_2_c_158443817.28-all	556
ACVR1C_2_c_158443844.28-all	1028
ACVR1C_2_w_158443827.28-all	687
ACVR1C_2_w_158443838.24-all	568
ACVR1_2_c_158655980.24-all	1025
ACVR1_2_w_158637043.25-all	757
ACVR1_2_w_158637051.25-all	670
ACVR1_2_w_158655941.26-all	827
ACVR2A_2_c_148653898.28-all	467
ACVR2A_2_c_148653924.28-all	546
ACVR2A_2_c_148653925.24-all	713
ACVR2A_2_c_148653950.28-all	728
ACVR2B_3_w_38495832.24-all	321
ACVR2B_3_w_38495833.28-all	432
ACVR2B_3_w_38495838.25-all	1140
ACVR2B_3_w_38495839.25-all	593
ACVRL1_12_w_52306262.27-all	463
ACVRL1_12_w_52306271.27-all	1784
ACVRL1_12_w_52306272.26-all	1330
ACVRL1_12_w_52306273.25-all	875
ACY1_3_w_52018084.28-all	257
ACY1_3_w_52018095.26-all	1419
ACY1_3_w_52018096.25-all	591
ACY1_3_w_52018109.28-all	1068
ACY3_11_c_67414493.24-all	307
ACY3_11_c_67414494.25-all	574
ACY3_11_c_67414495.26-all	938
ACY3_11_c_67414501.27-all	510
ACYP1_14_w_75530196.24-all	355
ACYP1_14_w_75530208.28-all	1094
ACYP1_14_w_75530209.27-all	677
ACYP1_14_w_75530225.25-all	696
ACYP2_2_c_54342865.22-all	617
ACYP2_2_w_54342842.26-all	1654
ACYP2_2_w_54342845.26-all	778
ACYP2_2_w_54342846.22-all	866
ADAD1_4_w_123301292.27-all	2131
ADAD1_4_w_123301296.23-all	794
ADAD1_4_w_123301305.25-all	926
ADAD1_4_w_123301329.27-all	680
ADAD2_16_c_84224870.26-all	374
ADAD2_16_c_84224880.28-all	787
ADAD2_16_w_84224884.27-all	1435
ADAD2_16_w_84224885.26-all	825
ADAL_15_w_43627903.27-all	770
ADAL_15_w_43627904.26-all	508
ADAL_15_w_43627933.27-all	311
ADAL_15_w_43627951.26-all	793
ADAM10_15_w_59041681.26-all	406
ADAM10_15_w_59041690.28-all	1340
ADAM10_15_w_59041693.25-all	831
ADAM10_15_w_59041694.28-all	916
ADAM11_17_c_42836597.27-all	225
ADAM11_17_c_42837113.25-all	686
ADAM11_17_c_42837126.24-all	458
ADAM11_17_w_42837106.27-all	496
ADAM12_10_c_128076694.27-all	339
ADAM12_10_c_128076695.28-all	745
ADAM12_10_c_128076701.28-all	476
ADAM12_10_c_128076702.25-all	456
ADAM15_1_c_155023890.27-all	787
ADAM15_1_c_155023891.28-all	1276
ADAM15_1_w_155023884.26-all	98
ADAM15_1_w_155023894.27-all	313
ADAM17_2_c_9695708.27-all	498
ADAM17_2_c_9695713.26-all	261
ADAM17_2_c_9695719.28-all	1158
ADAM17_2_w_9695700.26-all	631
ADAM18_8_w_39442146.26-all	156
ADAM18_8_w_39442157.27-all	2155
ADAM18_8_w_39442158.26-all	1719
ADAM18_8_w_39442161.23-all	771
ADAM19_5_c_157002680.25-all	450
ADAM19_5_c_157002681.25-all	984
ADAM19_5_c_157002684.28-all	1331
ADAM19_5_c_157002700.27-all	1
ADAM20_14_c_70991596.27-all	903
ADAM20_14_c_70991609.24-all	510
ADAM20_14_c_70991612.26-all	713
ADAM20_14_c_70991618.26-all	688
ADAM21_14_c_70924634.28-all	500
ADAM21_14_c_70925038.28-all	1001
ADAM21_14_w_70924500.23-all	1267
ADAM21_14_w_70925040.26-all	747
ADAM22_7_c_87563831.28-all	629
ADAM22_7_w_87563802.27-all	674
ADAM22_7_w_87563808.28-all	467
ADAM22_7_w_87563827.28-all	380
ADAM23_2_c_207308616.25-all	424
ADAM23_2_w_207308596.28-all	1649
ADAM23_2_w_207308599.27-all	1184
ADAM23_2_w_207308600.26-all	546
ADAM28_8_c_24157512.24-all	766
ADAM28_8_c_24157569.27-all	663
ADAM28_8_w_24151680.26-all	418
ADAM28_8_w_24157551.28-all	544
ADAM29_4_c_175896707.27-all	1085
ADAM29_4_c_175896708.25-all	1586
ADAM29_4_c_175896709.26-all	2902
ADAM29_4_w_175896690.26-all	977
ADAM2_8_w_39695666.24-all	727
ADAM2_8_w_39695669.26-all	639
ADAM2_8_w_39695674.26-all	1036
ADAM2_8_w_39695675.24-all	300
ADAM30_1_c_120438926.27-all	611
ADAM30_1_c_120438932.23-all	307
ADAM30_1_c_120438933.24-all	1065
ADAM30_1_c_120438938.26-all	585
ADAM32_8_c_38965323.28-all	665
ADAM32_8_c_38965331.24-all	319
ADAM32_8_w_38965299.28-all	999
ADAM32_8_w_38965302.28-all	596
ADAM33_20_c_3662636.26-all	317
ADAM33_20_c_3662637.27-all	509
ADAM33_20_c_3662638.28-all	681
ADAM33_20_w_3662624.25-all	195
ADAM7_8_c_24298666.23-all	675
ADAM7_8_w_24298627.28-all	769
ADAM7_8_w_24298628.27-all	474
ADAM7_8_w_24300026.28-all	356
ADAM8_10_c_135087709.28-all	669
ADAM8_10_c_135087736.25-all	840
ADAM8_10_w_135090292.25-all	515
ADAM8_10_w_135090293.26-all	362
ADAM9_8_c_38854609.26-all	336
ADAM9_8_c_38854610.26-all	634
ADAM9_8_c_38854611.27-all	828
ADAM9_8_w_38854613.27-all	680
ADAMDEC1_8_w_24251584.27-all	1267
ADAMDEC1_8_w_24251587.24-all	621
ADAMDEC1_8_w_24251594.28-all	865
ADAMDEC1_8_w_24251621.28-all	967
ADAMTS10_19_c_8670580.26-all	440
ADAMTS10_19_c_8670584.28-all	1534
ADAMTS10_19_c_8670587.27-all	519
ADAMTS10_19_c_8670588.27-all	1057
ADAMTS12_5_c_33891928.28-all	738
ADAMTS12_5_c_33891949.27-all	985
ADAMTS12_5_c_33891950.28-all	1388
ADAMTS12_5_c_33891957.26-all	520
ADAMTS13_9_w_136287568.27-all	455
ADAMTS13_9_w_136287577.25-all	1116
ADAMTS13_9_w_136287578.24-all	438
ADAMTS13_9_w_136287592.26-all	463
ADAMTS14_10_w_72432564.28-all	449
ADAMTS14_10_w_72432569.27-all	897
ADAMTS14_10_w_72432583.27-all	936
ADAMTS14_10_w_72432587.28-all	976
ADAMTS15_11_c_130318895.26-all	601
ADAMTS15_11_w_130318885.27-all	660
ADAMTS15_11_w_130318890.25-all	956
ADAMTS15_11_w_130318891.24-all	493
ADAMTS16_5_c_5140606.25-all	477
ADAMTS16_5_w_5140586.24-all	396
ADAMTS16_5_w_5140587.28-all	904
ADAMTS16_5_w_5140588.27-all	483
ADAMTS17_15_c_100882067.28-all	793
ADAMTS17_15_c_100882079.25-all	1163
ADAMTS17_15_c_100882082.25-all	674
ADAMTS17_15_c_100882090.25-all	526
ADAMTS18_16_c_77468577.27-all	578
ADAMTS18_16_c_77468580.23-all	633
ADAMTS18_16_c_77468581.25-all	858
ADAMTS18_16_w_77468555.28-all	304
ADAMTS19_5_w_128796107.28-all	789
ADAMTS19_5_w_128796131.27-all	1152
ADAMTS19_5_w_128796134.24-all	790
ADAMTS19_5_w_128796140.28-all	648
ADAMTS1_21_c_28217256.24-all	362
ADAMTS1_21_c_28217257.25-all	857
ADAMTS1_21_w_28217240.28-all	490
ADAMTS1_21_w_28217244.27-all	655
ADAMTS20_12_c_43945688.27-all	557
ADAMTS20_12_c_43945713.27-all	610
ADAMTS20_12_w_43945697.25-all	1698
ADAMTS20_12_w_43945698.24-all	597
ADAMTS2_5_c_178772299.26-all	299
ADAMTS2_5_c_178772302.26-all	575
ADAMTS2_5_c_178772309.25-all	453
ADAMTS2_5_c_178772319.27-all	184
ADAMTS3_4_c_73434447.25-all	840
ADAMTS3_4_c_73434470.25-all	1054
ADAMTS3_4_w_73434428.28-all	457
ADAMTS3_4_w_73434433.26-all	354
ADAMTS4_1_c_161168394.27-all	563
ADAMTS4_1_c_161168395.28-all	964
ADAMTS4_1_c_161168411.28-all	380
ADAMTS4_1_w_161168391.24-all	288
ADAMTS5_21_c_28338668.28-all	638
ADAMTS5_21_c_28338671.27-all	1279
ADAMTS5_21_c_28338689.23-all	830
ADAMTS5_21_c_28338690.24-all	1701
ADAMTS6_5_c_64769461.26-all	531
ADAMTS6_5_c_64769474.25-all	743
ADAMTS6_5_w_64769451.26-all	749
ADAMTS6_5_w_64769470.28-all	891
ADAMTS7_15_c_79103548.27-all	297
ADAMTS7_15_c_79103549.28-all	686
ADAMTS7_15_c_79103557.25-all	243
ADAMTS7_15_c_79103558.26-all	461
ADAMTS8_11_c_130298167.27-all	492
ADAMTS8_11_c_130298168.25-all	287
ADAMTS8_11_c_130298169.28-all	1248
ADAMTS8_11_c_130298173.28-all	113
ADAMTS9_3_c_64673313.24-all	625
ADAMTS9_3_w_64673287.28-all	1587
ADAMTS9_3_w_64673288.27-all	782
ADAMTS9_3_w_64673293.24-all	717
ADAMTSL1_9_c_18474258.27-all	532
ADAMTSL1_9_w_18474241.28-all	578
ADAMTSL1_9_w_18504830.26-all	272
ADAMTSL1_9_w_18504836.26-all	707
ADAMTSL2_9_c_136401863.28-all	1134
ADAMTSL2_9_c_136401864.25-all	741
ADAMTSL2_9_c_136401869.26-all	624
ADAMTSL2_9_w_136401856.27-all	457
ADAMTSL3_15_w_84324520.24-all	402
ADAMTSL3_15_w_84324530.28-all	2063
ADAMTSL3_15_w_84324531.27-all	1337
ADAMTSL3_15_w_84324532.26-all	898
ADAMTSL4_1_c_150525409.28-all	459
ADAMTSL4_1_w_150525019.25-all	738
ADAMTSL4_1_w_150525020.28-all	446
ADAMTSL4_1_w_150525380.25-all	739
ADAMTSL5_19_c_1510920.27-all	619
ADAMTSL5_19_c_1510921.28-all	1149
ADAMTSL5_19_c_1510929.27-all	255
ADAMTSL5_19_c_1510930.28-all	473
ADAP1_7_c_994067.24-all	570
ADAP1_7_c_994086.28-all	478
ADAP1_7_c_994108.24-all	478
ADAP2_17_c_29249061.28-all	113
ADAP2_17_c_29249068.25-all	766
ADAP2_17_c_29249086.27-all	390
ADAP2_17_w_29249083.24-all	334
ADARB1_21_c_46595682.25-all	754
ADARB1_21_w_46595647.26-all	879
ADARB1_21_w_46595672.22-all	1142
ADARB1_21_w_46595692.28-all	930
ADARB2_10_c_1779339.28-all	478
ADARB2_10_w_1779309.26-all	536
ADARB2_10_w_1779314.28-all	1058
ADARB2_10_w_1779315.27-all	804
ADAR_1_c_154574173.27-all	396
ADAR_1_c_154574227.26-all	603
ADAR_1_w_154574216.28-all	630
ADAR_1_w_154574228.28-all	368
ADAT1_16_c_75654689.26-all	512
ADAT1_16_w_75654643.28-all	352
ADAT1_16_w_75654649.27-all	904
ADAT1_16_w_75654650.26-all	411
ADAT2_6_c_143771770.23-all	456
ADAT2_6_c_143771775.28-all	376
ADAT2_6_c_143771776.23-all	762
ADAT2_6_w_143771757.26-all	490
ADAT3_19_c_1912082.27-all	610
ADAT3_19_w_1912059.26-all	1026
ADAT3_19_w_1912060.27-all	371
ADAT3_19_w_1912073.28-all	762
ADA_20_c_43264911.27-all	918
ADA_20_c_43264914.23-all	656
ADA_20_c_43280242.23-all	597
ADA_20_c_43280243.24-all	826
ADCK1_14_c_78285353.26-all	869
ADCK1_14_c_78285363.23-all	819
ADCK1_14_w_78285325.25-all	1175
ADCK1_14_w_78285355.26-all	1090
ADCK2_7_c_140373159.28-all	422
ADCK2_7_w_140373139.27-all	1385
ADCK2_7_w_140373140.27-all	837
ADCK2_7_w_140373152.24-all	618
ADCK3_1_c_227149116.28-all	1149
ADCK3_1_c_227149119.28-all	2064
ADCK3_1_w_227149108.26-all	930
ADCK3_1_w_227149127.25-all	649
ADCK4_19_c_41220516.26-all	588
ADCK4_19_w_41220505.24-all	469
ADCK4_19_w_41220506.27-all	783
ADCK4_19_w_41220507.25-all	573
ADCK5_8_c_145603128.25-all	142
ADCK5_8_w_145603092.26-all	681
ADCK5_8_w_145603133.26-all	1275
ADCK5_8_w_145603134.25-all	836
ADCY10_1_c_167868813.24-all	618
ADCY10_1_w_167868803.27-all	1470
ADCY10_1_w_167868829.26-all	797
ADCY10_1_w_167868836.26-all	581
ADCY1_7_c_45614197.28-all	606
ADCY1_7_c_45614200.28-all	991
ADCY1_7_c_45614210.27-all	183
ADCY1_7_w_45614203.26-all	346
ADCY2_5_c_7396447.28-all	529
ADCY2_5_c_7396448.26-all	1052
ADCY2_5_c_7396460.27-all	496
ADCY2_5_w_7396441.27-all	248
ADCY3_2_c_25141828.26-all	1033
ADCY3_2_c_25141833.26-all	489
ADCY3_2_c_25141844.27-all	340
ADCY3_2_c_25141852.25-all	490
ADCY4_14_c_24803840.26-all	367
ADCY4_14_c_24803849.28-all	187
ADCY4_14_c_24803852.27-all	348
ADCY4_14_c_24803853.26-all	371
ADCY5_3_c_123071374.22-all	1010
ADCY5_3_c_123071375.24-all	508
ADCY5_3_c_123071396.26-all	497
ADCY5_3_c_123071420.26-all	685
ADCY6_12_c_49177164.27-all	767
ADCY6_12_c_49177189.26-all	490
ADCY6_12_c_49177190.27-all	991
ADCY6_12_c_49177199.26-all	794
ADCY7_16_c_50322123.23-all	673
ADCY7_16_c_50322124.22-all	890
ADCY7_16_w_50322093.24-all	543
ADCY7_16_w_50322113.28-all	1250
ADCY8_8_c_132052555.28-all	1045
ADCY8_8_c_132052568.26-all	355
ADCY8_8_w_132052539.25-all	162
ADCY8_8_w_132052547.27-all	561
ADCY9_16_c_4165428.28-all	651
ADCY9_16_c_4165433.28-all	638
ADCY9_16_c_4165434.28-all	1119
ADCY9_16_c_4165435.27-all	1699
ADCYAP1R1_7_c_31102907.22-all	1165
ADCYAP1R1_7_w_31104447.26-all	2384
ADCYAP1R1_7_w_31104448.28-all	833
ADCYAP1R1_7_w_31104449.24-all	767
ADCYAP1_18_c_905410.22-all	1186
ADCYAP1_18_c_905414.26-all	1968
ADCYAP1_18_w_905391.27-all	600
ADCYAP1_18_w_905415.27-all	614
ADC_1_c_33547889.26-all	578
ADC_1_c_33547892.25-all	513
ADC_1_c_33547895.28-all	1198
ADC_1_w_33547905.27-all	778
ADD1_4_c_2877666.23-all	825
ADD1_4_c_2877669.26-all	1499
ADD1_4_w_2877673.27-all	212
ADD1_4_w_2877694.23-all	615
ADD2_2_c_70933520.24-all	666
ADD2_2_c_70933521.28-all	1148
ADD2_2_c_70933522.26-all	1501
ADD2_2_w_70933515.23-all	352
ADD3_10_w_111860424.24-all	1044
ADD3_10_w_111860428.27-all	899
ADD3_10_w_111860465.24-all	825
ADD3_10_w_111860488.28-all	897
ADH1A_4_c_100205626.27-all	935
ADH1A_4_c_100205631.24-all	420
ADH1A_4_w_100205601.27-all	631
ADH1A_4_w_100208090.25-all	1119
ADH1B_4_c_100237226.26.pass30-all	1022
ADH1B_4_w_100232679.28-all	648
ADH1B_4_w_100232690.28-all	627
ADH1B_4_w_100240009.24-all	571
ADH4_4_c_100063887.28-all	556
ADH4_4_c_100063905.26-all	678
ADH4_4_c_100063911.27-all	645
ADH4_4_w_100063893.28-all	649
ADH5_4_w_99996151.22-all	592
ADH5_4_w_99997485.24-all	626
ADH5_4_w_99997488.27-all	892
ADH5_4_w_99997638.25.pass30-all	1099
ADH6_4_c_100137399.24-all	549
ADH6_4_w_100137358.25-all	755
ADH6_4_w_100137381.28-all	486
ADH6_4_w_100137389.23-all	773
ADH7_4_c_100350719.26-all	849
ADH7_4_c_100350740.28-all	660
ADH7_4_c_100350746.28-all	711
ADH7_4_w_100350732.26-all	750
ADHFE1_8_w_67344761.27-all	790
ADHFE1_8_w_67344765.23-all	553
ADHFE1_8_w_67344770.24-all	453
ADHFE1_8_w_67344771.26-all	1166
ADI1_2_c_3523227.24-all	369
ADI1_2_c_3523228.26-all	790
ADI1_2_c_3523229.24-all	261
ADI1_2_c_3523247.22-all	644
ADIG_20_c_37209917.23-all	945
ADIG_20_w_37209901.26-all	1873
ADIG_20_w_37209902.25-all	1076
ADIG_20_w_37209911.26-all	659
ADIPOQ_3_c_186570890.26-all	755
ADIPOQ_3_w_186570886.26-all	1410
ADIPOQ_3_w_186570887.25-all	683
ADIPOQ_3_w_186570897.25-all	439
ADIPOR1_1_w_202920122.24-all	347
ADIPOR1_1_w_202920155.27-all	2142
ADIPOR1_1_w_202920156.26-all	1304
ADIPOR1_1_w_202920157.26-all	709
ADIPOR2_12_c_1863536.26-all	745
ADIPOR2_12_c_1863537.27-all	1457
ADIPOR2_12_w_1863518.24-all	520
ADIPOR2_12_w_1863529.24-all	1013
ADIRF_10_c_88728340.28-all	684
ADIRF_10_c_88728343.26-all	684
ADIRF_10_c_88728344.27-all	1321
ADIRF_10_w_88728324.25-all	457
ADK_10_c_76074497.27-all	443
ADK_10_c_76153938.27-all	729
ADK_10_c_76153947.26-all	1112
ADK_10_w_76074477.24-all	496
ADM2_22_w_50920281.28-all	250
ADM2_22_w_50920287.28-all	1217
ADM2_22_w_50920288.28-all	614
ADM2_22_w_50920295.26-all	642
ADM5_19_w_50193102.28-all	1269
ADM5_19_w_50193108.28-all	796
ADM5_19_w_50193114.25-all	698
ADM5_19_w_50193126.26-all	409
ADM_11_w_10327260.27-all	809
ADM_11_w_10327266.25-all	1514
ADM_11_w_10327267.25-all	866
ADM_11_w_10327276.25-all	641
ADNP2_18_c_77875467.26-all	549
ADNP2_18_c_77875479.28-all	453
ADNP2_18_c_77875497.27-all	661
ADNP2_18_w_77875437.24-all	780
ADNP_20_c_49520489.24-all	575
ADNP_20_c_49520527.25-all	521
ADNP_20_w_49520453.26-all	595
ADNP_20_w_49520504.27-all	835
ADORA1_1_w_203097972.27-all	820
ADORA1_1_w_203097975.27-all	832
ADORA1_1_w_203097976.26-all	386
ADORA1_1_w_203097979.26-all	642
ADORA2A_22_c_24829408.24-all	415
ADORA2A_22_w_24829375.24-all	267
ADORA2A_22_w_24829376.28-all	671
ADORA2A_22_w_24829388.28-all	677
ADORA2B_17_c_15848595.25-all	733
ADORA2B_17_c_15848607.28-all	806
ADORA2B_17_c_15848625.26-all	290
ADORA2B_17_w_15848614.23-all	919
ADORA3_1_c_112045899.26-CCDS839.1+	864
ADORA3_1_c_112045926.28-CCDS839.1+	391
ADORA3_1_c_112045971.28-CCDS839.1+	752
ADORA3_1_c_112106518.27-CCDS41369.1	352
ADORA3_1_c_112106533.27-CCDS41369.1	243
ADORA3_1_w_112045921.26-CCDS839.1+	731
ADORA3_1_w_112106529.27-CCDS41369.1	389
ADORA3_1_w_112106534.25-CCDS41369.1	562
ADO_10_w_64564822.28-all	1622
ADO_10_w_64564823.26-all	1115
ADO_10_w_64564824.26-all	493
ADO_10_w_64564838.23-all	911
ADPGK_15_c_73075996.28-all	548
ADPGK_15_c_73076012.28-all	479
ADPGK_15_w_73076000.27-all	1185
ADPGK_15_w_73076001.28-all	967
ADPRHL1_13_c_114098827.28-all	476
ADPRHL1_13_c_114098835.27-all	385
ADPRHL1_13_w_114098824.24-all	382
ADPRHL1_13_w_114098868.27-all	436
ADPRHL2_1_c_36554542.27-all	445
ADPRHL2_1_c_36554543.25-all	411
ADPRHL2_1_c_36554544.28-all	1426
ADPRHL2_1_w_36554509.25-all	213
ADPRH_3_c_119301040.23-all	1457
ADPRH_3_c_119301056.27-all	753
ADPRH_3_c_119301067.26-all	446
ADPRH_3_c_119301068.24-all	395
ADPRM_17_w_10608255.24-all	1607
ADPRM_17_w_10608256.23-all	901
ADPRM_17_w_10608261.28-all	572
ADPRM_17_w_10608269.28-all	826
ADRA1A_8_c_26722441.28-all	939
ADRA1A_8_c_26722442.28-all	1427
ADRA1A_8_c_26722451.25-all	505
